Date,Settle,Relative Value
2019-07-31,1426.1,1554.147135089959
2019-07-30,1429.7,1554.147135089959
2019-07-29,1420.4,1554.147135089959
2019-07-26,1419.3,1554.147135089959
2019-07-25,1414.7,1494.2688609584657
2019-07-24,1423.6,1494.2688609584657
2019-07-23,1421.7,1494.2688609584657
2019-07-22,1426.9,1494.2688609584657
2019-07-19,1426.7,1494.2688609584657
2019-07-18,1428.1,1487.395013985511
2019-07-17,1423.3,1487.395013985511
2019-07-16,1411.2,1487.395013985511
2019-07-15,1413.5,1487.395013985511
2019-07-12,1412.2,1487.395013985511
2019-07-11,1406.7,1485.1988979459327
2019-07-10,1412.5,1485.1988979459327
2019-07-09,1400.5,1485.1988979459327
2019-07-08,1400.0,1485.1988979459327
2019-07-05,1400.1,1485.1988979459327
2019-07-03,1420.9,1468.1349234495144
2019-07-02,1408.0,1468.1349234495144
2019-07-01,1389.3,1468.1349234495144
2019-06-28,1413.7,1468.1349234495144
2019-06-27,1412.0,1330.3655489204752
2019-06-26,1411.6,1330.3655489204752
2019-06-25,1414.9,1330.3655489204752
2019-06-24,1414.3,1330.3655489204752
2019-06-21,1396.2,1330.3655489204752
2019-06-20,1392.9,1276.713177174449
2019-06-19,1344.6,1276.713177174449
2019-06-18,1346.6,1276.713177174449
2019-06-17,1338.7,1276.713177174449
2019-06-14,1340.1,1276.713177174449
2019-06-13,1339.2,1229.8074243029532
2019-06-12,1331.9,1229.8074243029532
2019-06-11,1326.4,1229.8074243029532
2019-06-10,1324.7,1229.8074243029532
2019-06-07,1341.2,1229.8074243029532
2019-06-06,1337.6,1214.958948502135
2019-06-05,1328.3,1214.958948502135
2019-06-04,1323.4,1214.958948502135
2019-06-03,1322.7,1214.958948502135
2019-05-31,1305.8,1214.958948502135
2019-05-30,1287.1,1247.1298020491663
2019-05-29,1280.6,1247.1298020491663
2019-05-28,1276.5,1247.1298020491663
2019-05-24,1283.0,1247.1298020491663
2019-05-23,1284.8,1208.5311875026457
2019-05-22,1273.6,1208.5311875026457
2019-05-21,1272.0,1208.5311875026457
2019-05-20,1276.1,1208.5311875026457
2019-05-17,1274.5,1208.5311875026457
2019-05-16,1285.0,1143.7668476005379
2019-05-15,1296.3,1143.7668476005379
2019-05-14,1294.7,1143.7668476005379
2019-05-13,1300.1,1143.7668476005379
2019-05-10,1285.7,1143.7668476005379
2019-05-09,1283.5,1135.7264161015285
2019-05-08,1279.4,1135.7264161015285
2019-05-07,1283.5,1135.7264161015285
2019-05-06,1281.7,1135.7264161015285
2019-05-03,1279.2,1135.7264161015285
2019-05-02,1269.7,1142.934699691763
2019-05-01,1281.4,1142.934699691763
2019-04-30,1282.8,1142.934699691763
2019-04-29,1278.6,1142.934699691763
2019-04-26,1284.9,1142.934699691763
2019-04-25,1275.8,1136.4642937321194
2019-04-24,1275.5,1136.4642937321194
2019-04-23,1269.3,1136.4642937321194
2019-04-22,1273.5,1136.4642937321194
2019-04-18,1271.9,1136.4642937321194
2019-04-17,1272.2,1136.4642937321194
2019-04-16,1272.6,1136.4642937321194
2019-04-15,1286.8,1136.4642937321194
2019-04-12,1290.6,1136.4642937321194
2019-04-11,1288.6,1151.013948660079
2019-04-10,1309.1,1151.013948660079
2019-04-09,1303.5,1151.013948660079
2019-04-08,1297.1,1151.013948660079
