Date,Day of Week,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
6/12/2019,Wednesday,1330.6,1337.4,1330.6,1337.4,5.5,1331.9,2,1388
6/11/2019,Tuesday,,1330,,1330,1.7,1326.4,0,1388
6/10/2019,Monday,,,,,16.5,1324.7,0,1388
6/7/2019,Friday,1342.2,1342.2,1340,1340,3.6,1341.2,126,1393
6/6/2019,Thursday,,,,,9.3,1337.6,0,1393
6/5/2019,Wednesday,1328,1334.6,1326.7,1329.6,4.9,1328.3,16,1393
6/4/2019,Tuesday,1330.9,1330.9,1322.6,1329.3,0.7,1323.4,7,1394
6/3/2019,Monday,1312.8,1329.5,1310.7,1329.2,16.9,1322.7,39,1386
5/31/2019,Friday,1289.8,1305,1289,1302.6,18.7,1305.8,71,1403
5/30/2019,Thursday,1279.7,1288.8,1274.1,1288.7,6.1,1287.1,837,2103
5/29/2019,Wednesday,1279,1285.1,1278.5,1279.2,3.9,1281,4021,4148
5/28/2019,Tuesday,1283.6,1286.9,1275.2,1278.6,6.5,1277.1,7760,4501
5/24/2019,Friday,1283.2,1284.7,1280,1284,1.8,1283.6,4782,4586
5/23/2019,Thursday,1273.5,1287,1272.1,1283.1,11.2,1285.4,7485,4825
5/22/2019,Wednesday,1274.7,1277,1271.9,1273,1,1274.2,4435,5213
5/21/2019,Tuesday,1277.5,1277.7,1269.1,1274.5,4.1,1273.2,5426,5059
5/20/2019,Monday,1277.7,1278.8,1273.1,1277.4,1.6,1277.3,4852,5048
5/17/2019,Friday,1286.6,1289,1274.6,1277.3,10.5,1275.7,7829,4963
5/16/2019,Thursday,1297.3,1299.2,1284.2,1286.8,11.6,1286.2,7426,5206
5/15/2019,Wednesday,1297.5,1301.8,1293.6,1297.3,1.5,1297.8,6221,5142
5/14/2019,Tuesday,1301.5,1304.2,1294.4,1297.6,5.5,1296.3,6046,5305
5/13/2019,Monday,1287.4,1302.2,1282.3,1300.8,14.4,1301.8,10116,4478
5/10/2019,Friday,1284.9,1290.3,1283.9,1286.5,2.2,1287.4,6271,4519
5/9/2019,Thursday,1281.8,1289.1,1280.4,1284.8,3.8,1285.2,8043,4707
5/8/2019,Wednesday,1285.9,1292.7,1280.3,1281.8,4.2,1281.4,8143,4292
5/7/2019,Tuesday,1282.5,1287.2,1279.2,1285.6,1.8,1285.6,6234,4309
5/6/2019,Monday,1281.7,1287.3,1278.2,1282.2,2.5,1283.8,7197,4221
5/3/2019,Friday,1271.6,1283.9,1268.2,1280.3,9.3,1281.3,9098,4911
5/2/2019,Thursday,1278.1,1279.3,1267.3,1271.7,12.2,1272,8849,4534
5/1/2019,Wednesday,1285.4,1289.1,1274.6,1278.2,1.5,1284.2,10932,4448
4/30/2019,Tuesday,1281.6,1288.1,1281.6,1285.2,4.2,1285.7,7204,4452
4/29/2019,Monday,1288.4,1288.8,1279.9,1281.7,7.3,1281.5,6061,4443
4/26/2019,Friday,,,,,9.1,1284.9,0,810
4/25/2019,Thursday,,,,,0.3,1275.8,0,1011
4/24/2019,Wednesday,,,,,6.2,1275.5,0,1011
4/23/2019,Tuesday,1267.6,1267.6,1267.6,1267.6,4.2,1269.3,1,1012
4/22/2019,Monday,,,,,1.6,1273.5,0,1012
4/18/2019,Thursday,,,,,0.3,1271.9,0,1012
4/17/2019,Wednesday,1276.1,1276.1,1276.1,1276.1,0.4,1272.2,1,1013
4/16/2019,Tuesday,1277.5,1277.5,1271.9,1271.9,14.2,1272.6,2,1013
4/15/2019,Monday,,,,,3.8,1286.8,0,1013
4/12/2019,Friday,,,,,2,1290.6,0,1013
4/11/2019,Thursday,,,,,20.5,1288.6,0,1013
4/10/2019,Wednesday,,,,,5.6,1309.1,0,1013
4/9/2019,Tuesday,1301.5,1301.5,1301.5,1301.5,6.4,1303.5,4,1017
4/8/2019,Monday,1295.3,1295.3,1295.3,1295.3,6.7,1297.1,2,1019
4/5/2019,Friday,,,,,1.4,1290.4,0,1019
4/4/2019,Thursday,1283,1283,1283,1283,0.9,1289,2,1020
4/3/2019,Wednesday,,,,,0.1,1289.9,0,1020
4/2/2019,Tuesday,1288,1290.4,1285,1290.4,1.6,1290,15,1020
4/1/2019,Monday,1287,1294.3,1287,1288.5,4.6,1288.4,116,1022
3/29/2019,Friday,1291.4,1295.1,1288.6,1295.1,3.2,1293,6,1026
3/28/2019,Thursday,1309,1310.9,1287.6,1289.5,20.6,1289.8,1186,2830
3/27/2019,Wednesday,1315.3,1318.8,1307.4,1308.8,4.6,1310.4,9943,3219
3/26/2019,Tuesday,1321.3,1322.8,1312.3,1315.1,7.6,1315,9571,3759
3/25/2019,Monday,1313.3,1324.4,1310.7,1321.7,10.3,1322.6,9242,3541
3/22/2019,Friday,1309.1,1314.7,1306.5,1313.2,5,1312.3,9296,3398
3/21/2019,Thursday,1312.6,1320.1,1302.8,1309,5.6,1307.3,12526,3615
3/20/2019,Wednesday,1306.5,1317.1,1298.3,1312.6,4.8,1301.7,13908,3647
3/19/2019,Tuesday,1303.4,1310.8,1302.1,1306.4,5,1306.5,7896,3592
3/18/2019,Monday,1302.3,1306.7,1297.9,1303.4,1.4,1301.5,7815,3645
3/15/2019,Friday,1295.8,1306.2,1293.6,1302.2,7.8,1302.9,10315,3796
3/14/2019,Thursday,1309.1,1310.4,1292.6,1295.8,14.2,1295.1,11253,3647
3/13/2019,Wednesday,1302.8,1311.5,1300.6,1309.3,11.2,1309.3,8233,3773
3/12/2019,Tuesday,1293.8,1302.7,1292.1,1301.7,7,1298.1,8165,4116
3/11/2019,Monday,1298.6,1299.2,1290.6,1293.4,8.2,1291.1,8947,3775
3/8/2019,Friday,1286.2,1301.3,1285.6,1298.6,13.2,1299.3,13527,4186
3/7/2019,Thursday,1287.2,1289.5,1281.1,1286,1.5,1286.1,8873,4145
3/6/2019,Wednesday,1288.4,1291.7,1284.3,1287.2,2.9,1287.6,8469,3892
3/5/2019,Tuesday,1287.6,1290.6,1282,1288.7,2.8,1284.7,10155,3997
3/4/2019,Monday,1294.8,1298.1,1283.8,1287.7,11.7,1287.5,13286,3909
3/1/2019,Friday,1315.3,1316.5,1291.2,1294.6,16.9,1299.2,16057,3728
2/28/2019,Thursday,1321.9,1328.9,1313.9,1314.7,5.1,1316.1,11851,3679
2/27/2019,Wednesday,1331.1,1332,1318.6,1321.5,7.3,1321.2,8161,3343
2/26/2019,Tuesday,,,,,0.8,1325.1,0,560
2/25/2019,Monday,1329.8,1329.8,1326,1326,3.3,1325.9,6,874
2/22/2019,Friday,,,,,5.7,1329.2,0,874
2/21/2019,Thursday,1333.1,1333.1,1333.1,1333.1,19.8,1323.5,1,875
2/20/2019,Wednesday,,,,,3.2,1343.3,0,875
2/19/2019,Tuesday,1328.7,1331.6,1327.7,1331.6,22,1340.1,4,878
2/15/2019,Friday,,,,,8.3,1318.1,0,878
2/14/2019,Thursday,1308.4,1308.4,1307.6,1308.3,1,1309.8,9,878
2/13/2019,Wednesday,1314.5,1320.2,1308.6,1308.6,1.6,1310.8,12,874
2/12/2019,Tuesday,1314.7,1314.7,1314.7,1314.7,2.2,1309.2,1,874
2/11/2019,Monday,1310,1310,1310,1310,6.7,1307,2,874
2/8/2019,Friday,1313.9,1313.9,1313.9,1313.9,4.3,1313.7,3,875
2/7/2019,Thursday,1312.5,1314.4,1308.6,1308.6,0.1,1309.4,7,877
2/6/2019,Wednesday,1315.4,1315.4,1311.8,1311.8,4.7,1309.5,2,878
2/5/2019,Tuesday,1319.1,1319.1,1314.4,1314.5,0.1,1314.2,2,879
2/4/2019,Monday,1314.1,1316.7,1314.1,1314.3,2.6,1314.3,9,883
2/1/2019,Friday,1323.3,1324.7,1317.5,1317.5,2.8,1316.9,12,887
1/31/2019,Thursday,1318.4,1326.8,1318.4,1319.5,9.8,1319.7,127,888
1/30/2019,Wednesday,1310.7,1325,1308.2,1321.7,1,1309.9,1283,1571
1/29/2019,Tuesday,1302.9,1310.7,1301.7,1310.2,5.8,1308.9,6790,3579
1/28/2019,Monday,1301.9,1303.7,1296.6,1302.4,5,1303.1,7337,4151
1/25/2019,Friday,1281.2,1304,1279,1302.4,18.3,1298.1,10760,4682
1/24/2019,Thursday,1282.3,1283.9,1275.3,1280.1,4.2,1279.8,7053,4719
1/23/2019,Wednesday,1284.5,1285.9,1277.6,1281.9,0.6,1284,6960,4952
1/22/2019,Tuesday,1281.2,1284.9,1275.7,1284.7,0.8,1283.4,11213,4931
1/18/2019,Friday,1292,1292.3,1280,1280.9,9.7,1282.6,8046,5033
1/17/2019,Thursday,1293.5,1295,1288.3,1291.5,1.5,1292.3,6884,5338
1/16/2019,Wednesday,1289.4,1295.1,1287.7,1293.5,5.4,1293.8,6148,4970
1/15/2019,Tuesday,1291.8,1294.8,1286.6,1289.2,2.9,1288.4,9083,5098
1/14/2019,Monday,1287.2,1296.3,1287.2,1291.8,1.8,1291.3,8189,4983
1/11/2019,Friday,1287.3,1295.7,1286.8,1287.7,2.1,1289.5,7461,4954
1/10/2019,Thursday,1294.6,1298.1,1286.8,1287.1,4.6,1287.4,8902,5454
1/9/2019,Wednesday,1285.9,1295,1281,1294.5,6.1,1292,11414,5379
1/8/2019,Tuesday,1290,1291.3,1280.2,1286.2,4,1285.9,10181,5497
1/7/2019,Monday,1286.9,1296.6,1284.1,1290.4,4.1,1289.9,9906,5171
1/4/2019,Friday,1296,1300.5,1278.1,1286.9,9,1285.8,14650,5271
1/3/2019,Thursday,1288,1296.7,1286.4,1296.1,10.7,1294.8,11479,5032
1/2/2019,Wednesday,1284.7,1291,1280.6,1286.4,2.8,1284.1,11088,4962
12/31/2018,Monday,1282.9,1286.4,1279.6,1284.6,1.7,1281.3,6211,5265
12/28/2018,Friday,1277.8,1284.7,1276.7,1283.3,1.9,1283,7998,5275
12/27/2018,Thursday,,,,,8.1,1277.3,0,593
12/26/2018,Wednesday,1273.8,1274.6,1265.5,1267.4,1.7,1269.2,6,598
12/24/2018,Monday,1259,1259,1259,1259,13.7,1267.5,1,598
12/21/2018,Friday,,,,,9.8,1253.8,0,598
12/20/2018,Thursday,1265.6,1265.6,1260.5,1260.5,11.5,1263.6,3,619
12/19/2018,Wednesday,,,,,2.9,1252.1,0,659
12/18/2018,Tuesday,1249.2,1249.2,1249.2,1249.2,1.8,1249.2,1,709
12/17/2018,Monday,,,,,10.4,1247.4,0,709
12/14/2018,Friday,,,,,5.7,1237,0,709
12/13/2018,Thursday,1249.1,1249.1,1243.1,1245.5,1.7,1242.7,3,740
12/12/2018,Wednesday,1246.8,1246.8,1246.8,1246.8,2.5,1244.4,1,741
12/11/2018,Tuesday,,,,,1.8,1241.9,0,761
12/10/2018,Monday,1248.6,1248.6,1248.6,1248.6,3.1,1243.7,1,782
12/7/2018,Friday,1242.8,1247.5,1242.8,1247.5,8.7,1246.8,4,782
12/6/2018,Thursday,1242,1243,1242,1243,1,1238.1,3,781
12/5/2018,Wednesday,,,,,4,1237.1,0,783
12/4/2018,Tuesday,1241.8,1241.8,1241.8,1241.8,7.2,1241.1,5,794
12/3/2018,Monday,1226.3,1236.5,1226.3,1228.9,13.7,1233.9,8,801
11/30/2018,Friday,1221,1230.8,1213.8,1220,3.9,1220.2,170,827
11/29/2018,Thursday,1220.4,1227.7,1219.2,1221.6,0.5,1224.1,814,3647
11/28/2018,Wednesday,1213.8,1227.3,1210.7,1220.9,10.2,1223.6,4702,5724
11/27/2018,Tuesday,1222.3,1225,1211.4,1214.6,9,1213.4,6156,6013
11/26/2018,Monday,1221.6,1228.5,1221.5,1222.4,0.8,1222.4,4346,6247
11/23/2018,Friday,1227.3,1229.7,1220.5,1223.7,4.8,1223.2,6242,6322
11/21/2018,Wednesday,1222.4,1230.8,1220.2,1226.7,6.8,1228,5313,6327
11/20/2018,Tuesday,1225.3,1229.5,1220.4,1222.1,4.1,1221.2,6532,6421
11/19/2018,Monday,1222.4,1226.2,1218.6,1224.7,2.3,1225.3,5420,6610
11/16/2018,Friday,1213.2,1225.9,1207.8,1221.8,8,1223,7452,6919
11/15/2018,Thursday,1211.4,1216.9,1208,1213.8,4.9,1215,7995,7168
11/14/2018,Wednesday,1203.1,1217.2,1198,1211.4,8.7,1210.1,8896,7234
11/13/2018,Tuesday,1201,1205.6,1196.7,1202.8,2.1,1201.4,7136,7345
11/12/2018,Monday,1210,1211.9,1200.7,1200.8,5.1,1203.5,6550,7610
11/9/2018,Friday,1224.5,1224.5,1207.2,1210.5,16.5,1208.6,8453,7452
11/8/2018,Thursday,1227.9,1228.3,1221.1,1224.6,3.6,1225.1,6993,7324
11/7/2018,Wednesday,1228.8,1238,1224.2,1227.8,2.4,1228.7,9429,7700
11/6/2018,Tuesday,1233.2,1237.6,1225,1228.6,6,1226.3,8135,7741
11/5/2018,Monday,1234.9,1236.6,1228.4,1233.1,1,1232.3,5651,7484
11/2/2018,Friday,1235.9,1238.3,1231.4,1234.6,5.3,1233.3,8480,7461
11/1/2018,Thursday,1214.5,1239.2,1214.4,1235.2,23.6,1238.6,10799,8088
10/31/2018,Wednesday,1225.2,1225.2,1213.4,1216.1,10.3,1215,8925,7891
10/30/2018,Tuesday,1231.7,1232.5,1221.5,1224.6,2.3,1225.3,7194,7874
10/29/2018,Monday,,,,,8,1224.5,4,140
10/26/2018,Friday,,,,,3.4,1232.5,2,150
10/25/2018,Thursday,,,,,1.3,1229.1,0,450
10/24/2018,Wednesday,,,,,5.6,1227.8,0,450
10/23/2018,Tuesday,1222.3,1222.3,1222.3,1222.3,12.2,1233.4,1,451
10/22/2018,Monday,,,,,4.1,1221.2,0,451
10/19/2018,Friday,,,,,1.2,1225.3,0,451
10/18/2018,Thursday,,,,,2.8,1226.5,0,451
10/17/2018,Wednesday,,,,,3.6,1223.7,0,451
10/16/2018,Tuesday,,,,,0.9,1227.3,0,451
10/15/2018,Monday,,1222.4,,1222.4,8.3,1226.4,0,451
10/12/2018,Friday,,,,,5.4,1218.1,0,451
10/11/2018,Thursday,1215.7,1215.7,1215.7,1215.7,34.2,1223.5,1,452
10/10/2018,Wednesday,,,,,2.1,1189.3,1,452
10/9/2018,Tuesday,1183.3,1183.3,1183.3,1183.3,2.8,1187.2,1,452
10/8/2018,Monday,1200.5,1200.5,1200.5,1200.5,16.8,1184.4,1,452
10/5/2018,Friday,,,,,4,1201.2,0,452
10/4/2018,Thursday,,,,,1.1,1197.2,0,462
10/3/2018,Wednesday,,,,,4.1,1198.3,0,462
10/2/2018,Tuesday,,,,,15.3,1202.4,0,462
10/1/2018,Monday,,,,,4.4,1187.1,0,462
9/28/2018,Friday,1185.9,1186.2,1185.9,1186.2,9.2,1191.5,4,475
9/27/2018,Thursday,1193.7,1196.4,1178.7,1179.1,12.1,1182.3,203,714
9/26/2018,Wednesday,1200.3,1201.6,1189.7,1192.8,5.3,1194.4,338,716
9/25/2018,Tuesday,1198.4,1202,1197.4,1200.1,0.1,1199.7,221,785
9/24/2018,Monday,1199.7,1204.1,1194.2,1198.1,3,1199.6,205,1290
9/21/2018,Friday,1206.9,1210.1,1191.8,1199.2,10,1196.6,469,1273
9/20/2018,Thursday,1204.2,1208.3,1201.4,1207.2,2.7,1206.6,321,1325
9/19/2018,Wednesday,1199.2,1206.1,1198.1,1204.4,5.4,1203.9,179,1331
9/18/2018,Tuesday,1201.1,1203.5,1196.1,1198.5,2.7,1198.5,193,1369
9/17/2018,Monday,1194.9,1204.6,1192.9,1201.4,5,1201.2,247,1429
9/14/2018,Friday,1201.6,1208.4,1192.7,1193.2,6.6,1196.2,531,1215
9/13/2018,Thursday,1206.5,1212.4,1200,1201.4,2.7,1202.8,595,1256
9/12/2018,Wednesday,1198.1,1208.1,1192.4,1206,8.7,1205.5,401,1242
9/11/2018,Tuesday,1195.5,1199.1,1187.5,1198.4,2.3,1196.8,281,1214
9/10/2018,Monday,1195.4,1198.2,1191.1,1195.7,0.6,1194.5,280,1188
9/7/2018,Friday,1200.8,1203.5,1194,1196.4,3.9,1195.1,347,1157
9/6/2018,Thursday,1197.3,1207.3,1195.7,1200.2,2.9,1199,476,1185
9/5/2018,Wednesday,1192.2,1198.9,1191.2,1197.2,2.1,1196.1,325,1239
9/4/2018,Tuesday,1201.9,1204.4,1190.2,1191.9,7.6,1194,823,1230
8/31/2018,Friday,1200.9,1209.9,1199.2,1202,1.6,1201.6,771,1088
8/30/2018,Thursday,1207.8,1208.9,1197.5,1200.9,6.5,1200,596,1095
8/29/2018,Wednesday,,,,,2.9,1204.5,8,530
8/28/2018,Tuesday,,,,,1.6,1207.4,0,530
8/27/2018,Monday,,,,,2.7,1209,0,530
8/24/2018,Friday,1189.4,1193,1189.4,1193,19.3,1206.3,6,530
8/23/2018,Thursday,,,,,9.3,1187,0,530
8/22/2018,Wednesday,,,,,3.7,1196.3,0,530
8/21/2018,Tuesday,,,,,5.8,1192.6,0,530
8/20/2018,Monday,,,,,10.3,1186.8,0,530
8/17/2018,Friday,,,,,0.3,1176.5,0,530
8/16/2018,Thursday,1173.2,1173.2,1173,1173,1.3,1176.2,2,532
8/15/2018,Wednesday,,,,,15.5,1177.5,0,532
8/14/2018,Tuesday,1193.8,1193.8,1193.8,1193.8,1.7,1193,4,535
8/13/2018,Monday,1200.2,1200.2,1196.7,1198,19.8,1191.3,5,533
8/10/2018,Friday,1212.1,1212.4,1212.1,1212.4,0.8,1211.1,4,537
8/9/2018,Thursday,,,,,0.7,1211.9,0,537
8/8/2018,Wednesday,1209.6,1211.8,1209.4,1211.8,3,1212.6,12,537
8/7/2018,Tuesday,1214.8,1215,1214.8,1214.9,1,1209.6,4,540
8/6/2018,Monday,1212.2,1212.3,1212.2,1212.3,5.6,1208.6,3,542
8/3/2018,Friday,1208,1213.3,1208,1213.3,3.6,1214.2,5,545
8/2/2018,Thursday,1218.6,1218.6,1216.5,1216.5,7.3,1210.6,6,545
8/1/2018,Wednesday,1223.4,1225.4,1217.5,1219.9,5.8,1217.9,201,692
7/31/2018,Tuesday,1219.8,1225.4,1218.6,1223,2.4,1223.7,43,709
7/30/2018,Monday,1222.1,1223.7,1217.8,1220.9,1.7,1221.3,1297,2151
7/27/2018,Friday,1223.3,1226.7,1216.8,1222.2,2.7,1223,3690,2900
7/26/2018,Thursday,1231.8,1235.3,1221.6,1222,6.1,1225.7,4876,2919
7/25/2018,Wednesday,1224.4,1234.3,1223.2,1231.7,6.3,1231.8,5024,3390
7/24/2018,Tuesday,1223.9,1229.7,1218.2,1224.3,0.1,1225.5,4892,3350
7/23/2018,Monday,1232.1,1235.1,1222.3,1224.4,5.5,1225.6,5092,3431
7/20/2018,Friday,1224.5,1232.3,1215.3,1232.1,7.1,1231.1,5522,3607
7/19/2018,Thursday,1228.7,1229.4,1211,1222.4,3.9,1224,6610,3581
7/18/2018,Wednesday,1226.8,1228.9,1220.8,1227.5,0.6,1227.9,3761,3725
7/17/2018,Tuesday,1240.8,1245,1226,1227.6,12.4,1227.3,5585,3686
7/16/2018,Monday,1241.5,1245.7,1238.4,1241,1.5,1239.7,2900,3743
7/13/2018,Friday,1247.1,1248.3,1236.3,1241.8,5.4,1241.2,4089,3717
7/12/2018,Thursday,1242,1248.8,1241.3,1247.7,2.2,1246.6,3175,3527
7/11/2018,Wednesday,1256,1257.4,1241.8,1241.8,11,1244.4,5043,3562
7/10/2018,Tuesday,1258.6,1260.9,1247.8,1256,4.2,1255.4,4725,3688
7/9/2018,Monday,1257.9,1267,1255.9,1258.3,3.8,1259.6,4660,3677
7/6/2018,Friday,1258.9,1260,1253.8,1255.9,3,1255.8,2991,3486
7/5/2018,Thursday,1253.6,1262.3,1252.1,1258.9,5.3,1258.8,6938,3336
7/3/2018,Tuesday,1241.6,1258.4,1238.8,1254,11.8,1253.5,4917,3828
7/2/2018,Monday,1253.2,1255.5,1240.7,1242.8,12.8,1241.7,4440,3780
6/29/2018,Friday,1250.5,1257,1247,1254.5,3.5,1254.5,4184,3811
6/28/2018,Thursday,1254,1255.8,1247.3,1249.6,5.1,1251,4087,3499
6/27/2018,Wednesday,,,,,3.8,1252.8,0,700
6/26/2018,Tuesday,,,,,9,1256.6,1,700
6/25/2018,Monday,,,,,1.8,1265.6,0,700
6/22/2018,Friday,,,,,0.2,1267.4,0,700
6/21/2018,Thursday,,,,,4,1267.2,0,700
6/20/2018,Wednesday,,,,,4.4,1271.2,0,700
6/19/2018,Tuesday,1272,1272.4,1271.6,1272.4,0.6,1275.6,8,700
6/18/2018,Monday,,,,,1.6,1276.2,0,700
6/15/2018,Friday,,,,,29.4,1274.6,0,700
6/14/2018,Thursday,,,,,7.1,1304,0,700
6/13/2018,Wednesday,1295.1,1295.1,1293.3,1293.3,1.8,1296.9,3,703
6/12/2018,Tuesday,1298.3,1298.3,1298.3,1298.3,3.8,1295.1,1,704
6/11/2018,Monday,,,,,0.8,1298.9,0,704
6/8/2018,Friday,1297.9,1299.7,1296.7,1299.7,0.6,1298.1,4,706
6/7/2018,Thursday,1297.6,1298.8,1297.6,1298.8,1.6,1298.7,2,708
6/6/2018,Wednesday,1298,1298.4,1295.4,1295.9,0.4,1297.1,12,714
6/5/2018,Tuesday,1294.3,1297.1,1294.3,1297.1,4.4,1297.5,173,746
6/4/2018,Monday,1294.2,1296.5,1290,1295.6,1.7,1293.1,10,747
6/1/2018,Friday,1297.6,1298.6,1293.8,1297.9,5.3,1294.8,20,755
5/31/2018,Thursday,1301.8,1307.6,1298.7,1298.7,1.4,1300.1,45,947
5/30/2018,Wednesday,1299.5,1303.4,1295.4,1300.6,2.5,1301.5,906,1859
5/29/2018,Tuesday,1300.1,1306.1,1291.4,1297.9,4.7,1299,7089,3223
5/25/2018,Friday,1303.4,1307.1,1299.4,1301.1,0.7,1303.7,4127,3295
5/24/2018,Thursday,1293.4,1306.5,1292.1,1303.9,14.8,1304.4,5715,3564
5/23/2018,Wednesday,1291.4,1298.2,1287.1,1293.1,2.4,1289.6,6369,3481
5/22/2018,Tuesday,1292.6,1295.8,1287.4,1290.6,1.1,1292,4426,3537
5/21/2018,Monday,1290.7,1292.7,1281.2,1292,0.4,1290.9,4754,3671
5/18/2018,Friday,1289.2,1293.6,1285.2,1292,1.9,1291.3,4045,3693
5/17/2018,Thursday,1290.1,1293.9,1284,1290.1,2.1,1289.4,4062,3707
5/16/2018,Wednesday,1290,1296.2,1285.6,1290.3,1.2,1291.5,5708,4029
5/15/2018,Tuesday,1313.1,1314.7,1288.2,1289.8,27.9,1290.3,7936,3465
5/14/2018,Monday,1318.9,1322.3,1312.7,1313.3,2.5,1318.2,3762,3412
5/11/2018,Friday,1321.6,1326.2,1317.3,1318.4,1.6,1320.7,4561,3538
5/10/2018,Thursday,1314,1323.3,1310.7,1321.7,9.3,1322.3,6574,3751
5/9/2018,Wednesday,1315.4,1317.7,1304.1,1313,0.7,1313,6213,3982
5/8/2018,Tuesday,1315.4,1318.2,1306.2,1314.8,0.4,1313.7,6707,4220
5/7/2018,Monday,1313.6,1319.9,1310.6,1314.5,0.6,1314.1,4483,4122
5/4/2018,Friday,1313.2,1317.5,1308.5,1316,2,1314.7,4929,4193
5/3/2018,Thursday,1305.3,1318.9,1305.2,1312.8,7.1,1312.7,5178,3940
5/2/2018,Wednesday,1304.6,1314.6,1304.4,1305.6,1.2,1305.6,5239,4213
5/1/2018,Tuesday,1315.9,1317.3,1302.4,1304.4,12.4,1306.8,5306,3871
4/30/2018,Monday,1324.1,1325.8,1310.9,1316.1,4.2,1319.2,5724,3614
4/27/2018,Friday,1319,1326.4,1315.8,1324.3,5.5,1323.4,4692,3902
4/26/2018,Thursday,,,,,4.9,1316.3,0,640
4/25/2018,Wednesday,1324.4,1325.9,1324.4,1325.9,10.2,1321.2,4,644
4/24/2018,Tuesday,1333,1333,1333,1333,8.9,1331.4,1,645
4/23/2018,Monday,1327.7,1327.7,1327.7,1327.7,14.2,1322.5,1,646
4/20/2018,Friday,1339.5,1339.5,1339.5,1339.5,10.1,1336.7,1,647
4/19/2018,Thursday,1357.7,1357.8,1357.7,1357.8,4.4,1346.8,3,649
4/18/2018,Wednesday,1348,1350,1348,1350,4,1351.2,3,651
4/17/2018,Tuesday,,,,,0.3,1347.2,0,701
4/16/2018,Monday,,,,,2.7,1347.5,0,701
4/13/2018,Friday,1347,1347,1347,1347,6.4,1344.8,2,711
4/12/2018,Thursday,1347,1347,1347,1347,18.1,1338.4,2,712
4/11/2018,Wednesday,1352,1364.1,1350,1358,14.5,1356.5,5,714
4/10/2018,Tuesday,,,,,5.7,1342,0,714
4/9/2018,Monday,,,,,4.4,1336.3,0,724
4/6/2018,Friday,1324.5,1330.1,1324.5,1330.1,7.6,1331.9,2,724
4/5/2018,Thursday,,,,,11.5,1324.3,0,724
4/4/2018,Wednesday,,,,,3,1335.8,0,724
4/3/2018,Tuesday,1334,1334,1328.3,1328.3,9.3,1332.8,3,726
4/2/2018,Monday,1339.2,1339.2,1336.7,1338.9,19.3,1342.1,2,727
3/29/2018,Thursday,1324.4,1328,1321.4,1326.7,1.4,1322.8,35,732
3/28/2018,Wednesday,1345.1,1346.2,1322.3,1323.7,17.8,1324.2,661,927
3/27/2018,Tuesday,1353.3,1356.7,1339.5,1344.4,13,1342,3129,1665
3/26/2018,Monday,1346.4,1356,1343.4,1353.5,5.1,1355,4201,2119
3/23/2018,Friday,1329.6,1350.3,1329,1347.2,22.5,1349.9,6255,2110
3/22/2018,Thursday,1331.1,1335.1,1324.6,1328.8,5.9,1327.4,4777,1981
3/21/2018,Wednesday,1310.4,1336.8,1309.7,1332.4,9.6,1321.5,6657,2445
3/20/2018,Tuesday,1317,1318,1306.7,1310.8,5.9,1311.9,3753,2273
3/19/2018,Monday,1313.5,1319.6,1307.5,1316.7,5.5,1317.8,4080,2297
3/16/2018,Friday,1317.6,1321.6,1309.5,1314.1,5.5,1312.3,4104,2453
3/15/2018,Thursday,1324.8,1328.1,1315.1,1316.1,7.8,1317.8,3644,2306
3/14/2018,Wednesday,1326.9,1330.6,1321.7,1324.9,1.5,1325.6,3581,2257
3/13/2018,Tuesday,1323.4,1328.7,1314,1326.9,6.3,1327.1,4490,2316
3/12/2018,Monday,1322.7,1324.8,1315.5,1323.4,3.2,1320.8,2931,2343
3/9/2018,Friday,1322.8,1325.8,1313.3,1323.9,2.3,1324,4406,2504
3/8/2018,Thursday,1326.4,1329.7,1319.7,1322.5,5.9,1321.7,3093,2557
3/7/2018,Wednesday,1339,1342.1,1323.2,1326.4,7.6,1327.6,5307,2309
3/6/2018,Tuesday,1321.2,1339.8,1321,1335.9,15.3,1335.2,4566,2749
3/5/2018,Monday,1326,1328.7,1318.3,1321,3.5,1319.9,3405,2635
3/2/2018,Friday,1318.5,1326.6,1316.3,1323.6,18.2,1323.4,4134,2613
3/1/2018,Thursday,1319.5,1322.3,1303.6,1318.2,12.7,1305.2,5923,2346
2/28/2018,Wednesday,1318.8,1323.7,1316.5,1319.2,0.7,1317.9,3232,2466
2/27/2018,Tuesday,1334.8,1338.2,1314.4,1319.2,14.2,1318.6,4874,2282
2/26/2018,Monday,,,,,2.5,1330.7,0,260
2/23/2018,Friday,1336.3,1336.3,1334.2,1334.2,2.4,1328.2,4,264
2/22/2018,Thursday,,,,,0.6,1330.6,0,264
2/21/2018,Wednesday,1333.4,1334.1,1333.4,1334.1,1.2,1330,2,266
2/20/2018,Tuesday,,,,,24.4,1328.8,0,266
2/16/2018,Friday,,,,,1.1,1353.2,0,266
2/15/2018,Thursday,1353.5,1353.5,1353.5,1353.5,3.4,1352.1,1,267
2/14/2018,Wednesday,,,,,27.4,1355.5,0,267
2/13/2018,Tuesday,,,,,3.9,1328.1,0,267
2/12/2018,Monday,1320,1320,1320,1320,11.1,1324.2,1,268
2/9/2018,Friday,1326.1,1326.1,1317.8,1317.8,3.8,1313.1,3,270
