Date,Day of Week,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
12/12/2016,Monday,1163.3,1165.3,1161.1,1161.1,4.1,1163.5,12,438
12/9/2016,Friday,1169.6,1169.6,1158.7,1160.3,10.4,1159.4,15,436
12/8/2016,Thursday,1173.5,1174.4,1172.8,1173.9,5.2,1169.8,11,441
12/7/2016,Wednesday,1170.1,1180.4,1170.1,1177,7.4,1175,6,441
12/6/2016,Tuesday,1176.3,1176.3,1170.1,1172.3,6.4,1167.6,8,445
12/5/2016,Monday,1178.6,1178.6,1162.8,1169.5,1.1,1174,10,475
12/2/2016,Friday,1177.6,1180.5,1175.8,1175.8,8.2,1175.1,17,485
12/1/2016,Thursday,1173.1,1177,1160,1174.2,3.9,1166.9,41,490
11/30/2016,Wednesday,1192.7,1192.8,1170.7,1172.9,17.1,1170.8,96,562
11/29/2016,Tuesday,1193.4,1194.5,1179.5,1187.4,2.9,1187.9,851,1288
11/28/2016,Monday,1182.9,1197,1182.2,1193,12.4,1190.8,2207,2356
11/25/2016,Friday,1186.7,1192.6,1170.5,1183.7,10.9,1178.4,4729,2802
11/23/2016,Wednesday,1214.3,1214.8,1181.2,1187.8,21.9,1189.3,4079,2785
11/22/2016,Tuesday,1213.6,1220.7,1205.5,1212.1,1.4,1211.2,2299,2723
11/21/2016,Monday,1207.7,1217.7,1205.5,1214,1.1,1209.8,2278,2811
11/18/2016,Friday,1215.4,1217.4,1201.6,1207.8,8.2,1208.7,3680,2865
11/17/2016,Thursday,1224.3,1231,1210.4,1215.8,7,1216.9,3782,2809
11/16/2016,Wednesday,1229.7,1233.1,1221,1224.7,0.6,1223.9,2985,2828
11/15/2016,Tuesday,1221.8,1231.3,1218.6,1228.6,2.8,1224.5,3632,2905
11/14/2016,Monday,1226.9,1230.6,1210.8,1221,2.6,1221.7,6846,3046
11/11/2016,Friday,1258.9,1264.8,1219,1227.2,42.1,1224.3,6060,3059
11/10/2016,Thursday,1278,1292.3,1252,1258.6,7.1,1266.4,6795,2845
11/9/2016,Wednesday,1275.9,1338.2,1268.7,1278,1,1273.5,11775,2401
11/8/2016,Tuesday,1281.8,1291.3,1273.3,1276.2,4.9,1274.5,2977,2386
11/7/2016,Monday,1296.4,1296.4,1278.5,1281.9,25.1,1279.4,3475,2246
11/4/2016,Friday,1303.3,1310.6,1295.8,1305.7,1.2,1304.5,2827,2167
11/3/2016,Thursday,1298,1307.9,1286.3,1303.7,4.9,1303.3,3942,2167
11/2/2016,Wednesday,1289.1,1309.3,1288.5,1297.7,20.2,1308.2,3282,2377
11/1/2016,Tuesday,1276.7,1292.9,1276.4,1289.1,14.9,1288,2275,2660
10/31/2016,Monday,1277.5,1280.4,1272,1277.9,3.7,1273.1,1515,2618
10/28/2016,Friday,1269.2,1285.2,1262.2,1276.1,7.3,1276.8,3798,2803
10/27/2016,Thursday,1267.7,1267.7,1267.7,1267.7,3.1,1267.9,3,113
10/26/2016,Wednesday,1264.8,1264.8,1264.8,1264.8,7.1,1264.8,0,113
10/25/2016,Tuesday,1271.9,1271.9,1271.9,1271.9,9.9,1271.9,0,113
10/24/2016,Monday,1262,1262,1262,1262,3.9,1262,0,113
10/21/2016,Friday,1265.9,1265.9,1265.9,1265.9,0.3,1265.9,0,113
10/20/2016,Thursday,,,,,2.3,1265.6,3,110
10/19/2016,Wednesday,1275.8,1276,1275.8,1276,7.1,1267.9,2,120
10/18/2016,Tuesday,,,,,6.4,1260.8,0,120
10/17/2016,Monday,1256.6,1256.6,1256,1256,1.3,1254.4,1,121
10/14/2016,Friday,1256.2,1256.2,1255.8,1255.8,1.9,1253.1,3,121
10/13/2016,Thursday,,,,,3.9,1255,0,131
10/12/2016,Wednesday,1256.1,1256.1,1256.1,1256.1,1.9,1251.1,2,131
10/11/2016,Tuesday,1256.3,1256.3,1256.3,1256.3,4.5,1253,1,132
10/10/2016,Monday,1257.5,1257.5,1257.5,1257.5,8.6,1257.5,0,132
10/7/2016,Friday,,,,,0.9,1248.9,0,132
10/6/2016,Thursday,1253.8,1253.8,1251,1251,15.4,1249.8,1,133
10/5/2016,Wednesday,1270.7,1273.7,1261.8,1261.8,1.1,1265.2,13,138
10/4/2016,Tuesday,1295,1295,1273.8,1274,42.7,1266.3,5,139
10/3/2016,Monday,1313.4,1313.4,1308,1308,4.3,1309,5,135
9/30/2016,Friday,1327.1,1329.6,1313.9,1313.9,8.4,1313.3,72,204
9/29/2016,Thursday,1323.4,1324.2,1315.9,1321.3,2.3,1321.7,132,283
9/28/2016,Wednesday,1326.6,1326.6,1317.5,1320.5,6.6,1319.4,122,528
9/27/2016,Tuesday,1336.7,1338.9,1323.7,1326.8,13.8,1326,150,536
9/26/2016,Monday,1336.1,1341.3,1332.4,1337.3,2.3,1339.8,216,664
9/23/2016,Friday,1336.5,1340,1333.6,1337.7,3.2,1337.5,118,694
9/22/2016,Thursday,1334,1343.3,1331.1,1337,13.5,1340.7,170,719
9/21/2016,Wednesday,1314.2,1335.9,1306,1335.9,13.2,1327.2,322,796
9/20/2016,Tuesday,1313.8,1316.3,1311.9,1314.2,0.2,1314,58,813
9/19/2016,Monday,1310.2,1316.3,1309.8,1312.7,7.6,1313.8,89,780
9/16/2016,Friday,1315.1,1317,1306,1309.6,7.8,1306.2,134,799
9/15/2016,Thursday,1323.1,1328,1308.4,1312.9,8,1314,187,806
9/14/2016,Wednesday,1318,1325.4,1313.1,1322,2.4,1322,200,818
9/13/2016,Tuesday,1328.3,1331.3,1315,1317.7,2,1319.6,204,826
9/12/2016,Monday,1328,1330.2,1319.8,1326.6,9.1,1321.6,186,845
9/9/2016,Friday,1338.8,1339.4,1328,1328,7.1,1330.7,194,840
9/8/2016,Thursday,1345.9,1349.7,1335.6,1337.8,7.5,1337.8,264,852
9/7/2016,Wednesday,1349.4,1353.6,1343.4,1345,5.1,1345.3,263,853
9/6/2016,Tuesday,1325,1352.7,1322.9,1350.9,27.2,1350.4,512,953
9/2/2016,Friday,1314,1331,1304.8,1324,9.6,1323.2,480,988
9/1/2016,Thursday,1309.6,1314.4,1302,1313.7,5.7,1313.6,244,957
8/31/2016,Wednesday,1311.9,1315,1303.7,1308.6,5.1,1307.9,214,953
8/30/2016,Tuesday,1323.7,1325,1308.1,1310.9,10.7,1313,221,897
8/29/2016,Monday,1322.9,1322.9,1322.9,1322.9,1.4,1322.9,0,330
8/26/2016,Friday,1322.4,1332.6,1322.4,1332.6,1.4,1321.5,6,334
8/25/2016,Thursday,1320.1,1320.1,1320.1,1320.1,4.3,1320.1,0,334
8/24/2016,Wednesday,1332,1332,1325.5,1325.5,16.2,1324.4,2,336
8/23/2016,Tuesday,1339.3,1339.3,1339.3,1339.3,2.9,1340.6,1,337
8/22/2016,Monday,1337.7,1337.7,1337.7,1337.7,2.7,1337.7,0,337
8/19/2016,Friday,,,,,10.8,1340.4,1,338
8/18/2016,Thursday,,,,,8.5,1351.2,0,338
8/17/2016,Wednesday,,,,,7.8,1342.7,2,339
8/16/2016,Tuesday,1344.1,1344.1,1340,1340,10.2,1350.5,2,340
8/15/2016,Monday,1338.5,1338.5,1338.5,1338.5,4.5,1340.3,1,341
8/12/2016,Friday,1352,1352,1336,1336,6.7,1335.8,2,343
8/11/2016,Thursday,1345,1345.4,1341.5,1341.5,1.8,1342.5,3,343
8/10/2016,Wednesday,1348.9,1353,1348.9,1350,5.3,1344.3,8,350
8/9/2016,Tuesday,1334.5,1339.7,1327.9,1339.7,5.6,1339,21,348
8/8/2016,Monday,1333.4,1333.4,1333.4,1333.4,3,1333.4,0,348
8/5/2016,Friday,1362.2,1364,1337.2,1337.2,22.4,1336.4,15,355
8/4/2016,Thursday,1350.2,1359,1347.2,1359,2.7,1358.8,3,355
8/3/2016,Wednesday,1363.5,1363.5,1360.2,1360.2,8.3,1356.1,4,358
8/2/2016,Tuesday,1362.8,1367.1,1362.8,1366.4,13,1364.4,5,363
8/1/2016,Monday,1348.8,1353.1,1348.8,1353.1,2.4,1351.4,68,426
7/29/2016,Friday,1335,1356.3,1330,1348.6,16.7,1349,86,464
7/28/2016,Thursday,1339,1344.2,1330.2,1331.3,5.6,1332.3,718,829
7/27/2016,Wednesday,1319.4,1342.3,1315,1339.7,5.9,1326.7,2334,1292
7/26/2016,Tuesday,1315.7,1324.5,1313.8,1320.2,1.3,1320.8,2285,1652
7/25/2016,Monday,1321.7,1323.8,1311,1315.5,3.9,1319.5,2538,1827
7/22/2016,Friday,1331,1333.6,1319.3,1321.9,7.6,1323.4,3250,1818
7/21/2016,Thursday,1315.5,1334,1310.9,1331.4,11.7,1331,4192,1964
7/20/2016,Wednesday,1332.1,1340,1312.7,1315.9,13,1319.3,4592,1953
7/19/2016,Tuesday,1329,1335.3,1326,1332,3,1332.3,2923,1973
7/18/2016,Monday,1334.9,1336,1323.8,1329,1.9,1329.3,4139,2069
7/15/2016,Friday,1336,1339.4,1322.7,1338,4.8,1327.4,4207,2037
7/14/2016,Thursday,1344.8,1347.9,1320.4,1335.4,11.4,1332.2,5563,1887
7/13/2016,Wednesday,1335.3,1346.2,1328.3,1343.2,8.3,1343.6,4290,1913
7/12/2016,Tuesday,1356,1358.7,1330.9,1333.9,21.3,1335.3,5832,1944
7/11/2016,Monday,1368.9,1376.3,1352,1356.3,1.8,1356.6,5227,1841
7/8/2016,Friday,1360.8,1372,1336.3,1367.4,3.7,1358.4,6828,1838
7/7/2016,Thursday,1365.9,1372.6,1352.1,1362.2,5,1362.1,5037,1949
7/6/2016,Wednesday,1359.2,1377.4,1358.5,1365.6,8.4,1367.1,6613,2017
7/5/2016,Tuesday,1344.4,1360,1338.9,1358.3,19.7,1358.7,9045,1845
7/1/2016,Friday,1324,1347,1323.5,1344.4,18.4,1339,5128,1902
6/30/2016,Thursday,1321.7,1326.6,1315.5,1324.4,6.3,1320.6,5103,1849
6/29/2016,Wednesday,1315.5,1330.7,1313.9,1321.8,9,1326.9,4904,1982
6/28/2016,Tuesday,1315.3,1315.3,1315.3,1315.3,7.2,1315.3,0,170
6/27/2016,Monday,1331.9,1335.2,1328.2,1335.2,2.5,1322.5,23,192
6/24/2016,Friday,1314,1314,1314,1314,58.8,1320,6,192
6/23/2016,Thursday,1261.2,1261.2,1261.2,1261.2,6.8,1261.2,0,192
6/22/2016,Wednesday,1272,1272,1272,1272,2.5,1268,1,192
6/21/2016,Tuesday,1270.5,1270.5,1270.5,1270.5,19.5,1270.5,1,203
6/20/2016,Monday,1284.2,1284.2,1284.2,1284.2,2.5,1290,1,203
6/17/2016,Friday,1283.8,1283.8,1283.8,1283.8,3.6,1292.5,1,204
6/16/2016,Thursday,,,,,10.3,1296.1,0,204
6/15/2016,Wednesday,,,,,0.2,1285.8,0,204
6/14/2016,Tuesday,1284.6,1284.6,1284.6,1284.6,1.2,1285.6,1,205
6/13/2016,Monday,1279.9,1286.2,1279.3,1286.2,11,1284.4,55,210
6/10/2016,Friday,1273.9,1273.9,1273.9,1273.9,3.2,1273.4,1,210
6/9/2016,Thursday,,1266.5,,1266.5,10.4,1270.2,0,210
6/8/2016,Wednesday,1255.8,1255.9,1255.8,1255.8,15.4,1259.8,5,212
6/7/2016,Tuesday,1238.7,1248.1,1236.6,1248.1,0.2,1244.4,8,224
6/6/2016,Monday,1246,1248.9,1239.2,1248.9,4.5,1244.6,12,219
6/3/2016,Friday,1231.4,1245.9,1231.4,1245.9,30.3,1240.1,9,229
6/2/2016,Thursday,1217,1217.2,1210,1217.2,2.1,1209.8,9,231
6/1/2016,Wednesday,1221.6,1221.6,1210,1210.4,2.9,1211.9,24,223
5/31/2016,Tuesday,1214.2,1221.8,1200,1217.5,1,1214.8,120,270
5/27/2016,Friday,1219.6,1222.7,1202.5,1210.3,6.6,1213.8,903,1065
5/26/2016,Thursday,1223.4,1234.5,1218.5,1219.6,3.4,1220.4,2537,1599
5/25/2016,Wednesday,1227.7,1230.2,1217.7,1224.4,5.4,1223.8,3300,2150
5/24/2016,Tuesday,1249.2,1252.6,1226.4,1227.3,22.3,1229.2,3759,2054
5/23/2016,Monday,1251.9,1256.7,1243.3,1249.5,1.4,1251.5,2735,2153
5/20/2016,Friday,1255.9,1261.1,1249.7,1252.5,1.9,1252.9,2440,2334
5/19/2016,Thursday,1259.5,1262.5,1244.8,1255.3,19.6,1254.8,5758,2208
5/18/2016,Wednesday,1281,1283.3,1255.4,1259.6,2.5,1274.4,5811,1983
5/17/2016,Tuesday,1274.2,1283.8,1270.4,1280.3,2.7,1276.9,5364,1934
5/16/2016,Monday,1272.9,1290.2,1271.9,1275.3,1.5,1274.2,4342,1928
5/13/2016,Friday,1265.3,1277.6,1263.9,1274.1,1.5,1272.7,4354,1934
5/12/2016,Thursday,1279.3,1282.2,1262.7,1264.6,4.3,1271.2,5007,1870
5/11/2016,Wednesday,1267.3,1280.7,1266.4,1278.9,10.7,1275.5,4451,1911
5/10/2016,Tuesday,1265.5,1271.9,1258.4,1267.4,1.8,1264.8,4430,2050
5/9/2016,Monday,1287.8,1289.5,1262.7,1265.4,27.4,1266.6,5557,2032
5/6/2016,Friday,1279.4,1297.6,1276.4,1289.5,21.7,1294,6229,1845
5/5/2016,Thursday,1280.6,1288.2,1270.7,1279.6,2.1,1272.3,4433,1919
5/4/2016,Wednesday,1286.7,1291.8,1273.7,1281.3,17.4,1274.4,4745,1954
5/3/2016,Tuesday,1293.3,1303.8,1284,1288.1,4,1291.8,6246,2130
5/2/2016,Monday,1293.5,1306,1289.6,1293.4,5.3,1295.8,5402,2036
4/29/2016,Friday,1268.4,1298.8,1267.2,1295.1,24.1,1290.5,7175,1902
4/28/2016,Thursday,1247.2,1271.7,1237,1268.3,16,1266.4,5600,1821
4/27/2016,Wednesday,1249.2,1249.2,1249.2,1249.2,7,1249.2,0,10
4/26/2016,Tuesday,1246.4,1246.4,1243.8,1244.5,3.3,1242.2,12,15
4/25/2016,Monday,1243.7,1243.7,1243.7,1243.7,10.2,1238.9,2,15
4/22/2016,Friday,1247.4,1247.4,1247.4,1247.4,20.3,1228.7,1,95
4/21/2016,Thursday,1264.2,1265,1264.2,1265,4.2,1249,3,97
4/20/2016,Wednesday,1256.8,1256.8,1255.5,1255.5,0.2,1253.2,22,98
4/19/2016,Tuesday,1253,1248.6,1253,1248.6,19.4,1253,0,98
4/18/2016,Monday,1239.1,1239.2,1239.1,1239.2,0.5,1233.6,6,98
4/15/2016,Friday,1233.1,1233.1,1233.1,1233.1,8.1,1233.1,0,98
4/14/2016,Thursday,1237.1,1237.1,1237.1,1237.1,21.8,1225,1,98
4/13/2016,Wednesday,1250,1254.7,1244.9,1249,12.6,1246.8,8,104
4/12/2016,Tuesday,1263.8,1263.8,1256.3,1256.3,2.7,1259.4,3,106
4/11/2016,Monday,1248.5,1260,1248.2,1260,14.2,1256.7,29,124
4/8/2016,Friday,1242.5,1239,1242.5,1239,6.3,1242.5,0,124
4/7/2016,Thursday,1239.9,1246.1,1235.9,1240,13.7,1236.2,18,115
4/6/2016,Wednesday,1233.3,1233.3,1222,1223,5.9,1222.5,11,115
4/5/2016,Tuesday,1223.9,1236.7,1223.9,1232.8,10.4,1228.4,11,121
4/4/2016,Monday,1220,1224,1220,1221.4,4.2,1218,9,125
4/1/2016,Friday,1233,1235,1212.3,1213.9,12,1222.2,46,139
3/31/2016,Thursday,1227.1,1240.2,1226.9,1236,7.3,1234.2,58,215
3/30/2016,Wednesday,1240.6,1243.4,1224,1224.1,8.9,1226.9,347,584
3/29/2016,Tuesday,1220.8,1243.4,1215.6,1242,15.7,1235.8,1635,1331
3/28/2016,Monday,1217.3,1223,1203.1,1221.8,1.5,1220.1,2388,1888
3/24/2016,Thursday,1221.1,1224.1,1208.3,1217,2.4,1221.6,2618,1988
3/23/2016,Wednesday,1248.6,1250,1215.4,1220.1,24.6,1224,5192,1889
3/22/2016,Tuesday,1243.6,1261.3,1242.4,1248.8,4.4,1248.6,3962,2180
3/21/2016,Monday,1254.6,1256.6,1241.1,1243.8,10.1,1244.2,3484,2199
3/18/2016,Friday,1257.2,1267.6,1248.6,1255.5,10.7,1254.3,3574,2077
3/17/2016,Thursday,1260.9,1271.8,1255.1,1258.6,35.2,1265,5605,2131
3/16/2016,Wednesday,1233.2,1264.8,1227.2,1263.2,1.2,1229.8,5447,2099
3/15/2016,Tuesday,1235.9,1238.9,1226.3,1232.6,14.1,1231,3919,2189
3/14/2016,Monday,1250.4,1261.6,1230,1235.9,14.3,1245.1,4833,2088
3/11/2016,Friday,1271.2,1289,1249,1251.3,13.4,1259.4,5979,2309
3/10/2016,Thursday,1253.1,1274.5,1237.6,1273.4,15.4,1272.8,7698,2068
3/9/2016,Wednesday,1261.8,1265.5,1243.7,1254,5.5,1257.4,5565,2152
3/8/2016,Tuesday,1267.1,1278.9,1261,1262.3,1.1,1262.9,4597,2154
3/7/2016,Monday,1260.2,1274,1257.8,1268.2,6.7,1264,3770,2180
3/4/2016,Friday,1264.5,1281.1,1250.8,1260,12.5,1270.7,9301,2027
3/3/2016,Thursday,1241.6,1269.1,1238.3,1265,16.4,1258.2,4961,1764
3/2/2016,Wednesday,1232.3,1244.5,1224,1240.6,11,1241.8,3868,1747
3/1/2016,Tuesday,1238.1,1249.1,1228,1232.6,3.6,1230.8,5100,1616
2/29/2016,Monday,1221,1241.9,1216,1239.3,14,1234.4,4325,1761
2/26/2016,Friday,1233.8,1241.5,1212.1,1223.6,18.4,1220.4,6368,1637
2/25/2016,Thursday,1228.7,1244,1221.5,1234.5,0.3,1238.8,6059,1601
2/24/2016,Wednesday,1236.8,1251,1236.8,1251,16.4,1238.7,70,16
2/23/2016,Tuesday,1222.3,1222.3,1222.3,1222.3,12.8,1222.3,0,36
2/22/2016,Monday,1220,1220,1220,1220,20.9,1209.5,14,50
2/19/2016,Friday,1230.4,1230.4,1230.4,1230.4,4.3,1230.4,0,50
2/18/2016,Thursday,1226.1,1226.1,1226.1,1226.1,15,1226.1,0,50
2/17/2016,Wednesday,1211.1,1211.1,1211.1,1211.1,3.2,1211.1,0,50
2/16/2016,Tuesday,1210,1215.2,1210,1215.2,31.2,1207.9,3,50
2/12/2016,Friday,1240.4,1240.4,1238,1239.5,8.8,1239.1,2,51
2/11/2016,Thursday,1237.9,1247.9,1237.9,1243.9,53.2,1247.9,24,57
2/10/2016,Wednesday,1188,1198.2,1182.5,1197.8,4,1194.7,8,58
2/9/2016,Tuesday,1190,1198.9,1190,1198.9,0.8,1198.7,9,65
2/8/2016,Monday,1168,1201.2,1168,1199.3,40.1,1197.9,40,63
2/5/2016,Friday,1157.3,1173.5,1148.7,1173.4,0.2,1157.8,16,55
2/4/2016,Thursday,1148.6,1158.5,1145.2,1155,16.3,1157.6,70,112
2/3/2016,Wednesday,1130,1142.8,1130,1142.8,14,1141.3,38,138
2/2/2016,Tuesday,1127.6,1131.6,1125,1131.6,0.6,1127.3,14,151
2/1/2016,Monday,1118.8,1128.6,1118.8,1126.5,11.5,1127.9,28,165
1/29/2016,Friday,1114.8,1119.8,1110.5,1119.8,0.8,1116.4,54,186
1/28/2016,Thursday,1125.9,1125.9,1109.9,1114.5,0.2,1115.6,543,600
1/27/2016,Wednesday,1119.9,1127.9,1115,1124.4,4.4,1115.8,1362,1301
1/26/2016,Tuesday,1108.6,1123.8,1107.4,1120.1,14.9,1120.2,2311,1670
1/25/2016,Monday,1098,1109,1094.5,1108,9,1105.3,1945,1700
1/22/2016,Friday,1101.5,1103.4,1094.5,1098,1.9,1096.3,1527,1601
1/21/2016,Thursday,1101.3,1104.7,1092.6,1101.8,8,1098.2,2313,1554
1/20/2016,Wednesday,1087.6,1109.9,1087.6,1101.3,17.1,1106.2,2905,1630
1/19/2016,Tuesday,1088.9,1094.8,1082,1087,1.6,1089.1,2560,1519
1/15/2016,Friday,1078.3,1097.4,1075.8,1088.1,17.1,1090.7,3684,1513
1/14/2016,Thursday,1093.2,1095.8,1071,1078.1,13.5,1073.6,2666,1444
1/13/2016,Wednesday,1086.8,1095.5,1079.4,1093.1,1.9,1087.1,2530,1401
1/12/2016,Tuesday,1094.7,1098.9,1083.3,1086.5,11,1085.2,2141,1414
1/11/2016,Monday,1103.6,1108.1,1093.4,1093.7,1.7,1096.2,2841,1574
1/8/2016,Friday,1109,1113,1091.8,1103.9,9.9,1097.9,3961,1493
1/7/2016,Thursday,1093.3,1109.7,1091.1,1109,15.9,1107.8,4038,1372
1/6/2016,Wednesday,1077,1095.3,1074.7,1093.2,13.5,1091.9,3626,1288
1/5/2016,Tuesday,1072.1,1081.3,1072.1,1077,3.2,1078.4,1950,1166
1/4/2016,Monday,1061.4,1082.9,1061.1,1074,15,1075.2,2842,1323
12/31/2015,Thursday,1061.3,1062.5,1056.6,1060.2,0.4,1060.2,1259,1425
12/30/2015,Wednesday,1068.4,1071.2,1058.4,1060.6,8.2,1059.8,1653,1433
12/29/2015,Tuesday,1068,1074.5,1066.9,1068.3,0.3,1068,1640,1340
12/28/2015,Monday,1080.8,1082.9,1080.8,1082.9,6.7,1070.5,14,34
12/24/2015,Thursday,1077.2,1077.2,1077.2,1077.2,7.8,1077.2,0,34
12/23/2015,Wednesday,1069.4,1069.4,1069.4,1069.4,5.4,1069.4,0,34
12/22/2015,Tuesday,1074.8,1074.8,1074.8,1074.8,7.1,1074.8,0,34
12/21/2015,Monday,1081.9,1081.9,1081.9,1081.9,15.7,1081.9,0,34
12/18/2015,Friday,1066.2,1066.2,1066.2,1066.2,15.4,1066.2,0,54
12/17/2015,Thursday,1069.2,1069.2,1051.5,1055.3,27.2,1050.8,8,62
12/16/2015,Wednesday,1059.9,1065.6,1059.9,1065.6,15.1,1078,3,63
12/15/2015,Tuesday,1066.3,1066.3,1066.3,1066.3,1.8,1062.9,1,64
12/14/2015,Monday,1066.8,1066.8,1064.6,1064.6,12.2,1064.7,2,66
12/11/2015,Friday,1076.9,1076.9,1076.9,1076.9,3.8,1076.9,0,66
12/10/2015,Thursday,1072.5,1072.5,1072.5,1072.5,4.5,1073.1,1,67
12/9/2015,Wednesday,1077.6,1077.6,1077.6,1077.6,1.3,1077.6,0,67
12/8/2015,Tuesday,1075,1077.4,1074,1077.1,0.1,1076.3,13,60
12/7/2015,Monday,1087.1,1087.1,1075.1,1075.1,8.1,1076.4,8,96
12/4/2015,Friday,1066.5,1087.1,1066.5,1078.2,22.8,1084.5,14,98
12/3/2015,Thursday,1047,1058.7,1047,1058.7,7.5,1061.7,12,105
12/2/2015,Wednesday,1063,1066.9,1042.1,1042.1,9.6,1054.2,33,127
12/1/2015,Tuesday,1068.7,1074.8,1065.6,1070.2,2,1063.8,66,142
11/30/2015,Monday,1057.5,1066.9,1054,1066.1,9.6,1065.8,86,235
11/27/2015,Friday,1070.5,1074.1,1052.6,1055.6,13.8,1056.2,774,736
11/25/2015,Wednesday,1074.7,1080.3,1067.3,1070.4,3.8,1070,771,990
11/24/2015,Tuesday,1068.3,1080.6,1068.1,1075,7,1073.8,1460,1155
11/23/2015,Monday,1076.6,1076.6,1065.5,1068.2,9.5,1066.8,1765,1352
11/20/2015,Friday,1082.5,1086.9,1075,1076.6,1.6,1076.3,1731,1361
11/19/2015,Thursday,1069,1086.6,1068.4,1081.2,9.2,1077.9,2521,1563
11/18/2015,Wednesday,1069,1074.4,1062.9,1069.7,0.1,1068.7,1895,1617
11/17/2015,Tuesday,1083.1,1084.4,1064.5,1069.1,15,1068.6,2897,1587
11/16/2015,Monday,1085.7,1097.6,1080.5,1081.8,2.7,1083.6,1878,1559
11/13/2015,Friday,1085.5,1087.8,1079,1082.7,0.1,1080.9,1483,1567
11/12/2015,Thursday,1085.4,1089.1,1073.3,1084.4,3.9,1081,3793,1651
11/11/2015,Wednesday,1086.7,1093.4,1082.6,1085.2,3.6,1084.9,1234,1498
11/10/2015,Tuesday,1091.6,1097.7,1084.3,1088.8,0.4,1088.5,1463,1466
11/9/2015,Monday,1087.3,1094.7,1087.3,1091.6,0.4,1088.1,1308,1581
11/6/2015,Friday,1103.9,1109.5,1084.7,1088.5,16.5,1087.7,2469,1783
11/5/2015,Thursday,1107.1,1110.9,1102.2,1103,2,1104.2,1493,1842
11/4/2015,Wednesday,1118.2,1122.6,1105.5,1107.4,7.9,1106.2,1917,1869
11/3/2015,Tuesday,1133.5,1138.3,1113.9,1117,21.8,1114.1,2170,1893
11/2/2015,Monday,1142,1142.6,1132.4,1133.4,5.5,1135.9,1366,1916
10/30/2015,Friday,1146.9,1149.8,1138.7,1141.6,5.9,1141.4,1373,2026
10/29/2015,Thursday,1156,1162.3,1144,1145.8,28.8,1147.3,2030,1962
10/28/2015,Wednesday,1165.4,1182.9,1152,1155.9,10.3,1176.1,2908,1904
10/27/2015,Tuesday,1181.2,1181.2,1181.2,1181.2,0.2,1166.8,2,2
10/26/2015,Monday,1182,1182,1182,1166.3,3.7,1167,1,3
10/23/2015,Friday,1174.7,1174.7,1174.7,1174.7,3.3,1163.3,1,4
10/22/2015,Thursday,1174,1174,1174,1174,1,1166.6,1,5
10/21/2015,Wednesday,1167.6,1167.6,1167.6,1167.6,10.4,1167.6,0,5
10/20/2015,Tuesday,1178,1178,1178,1178,4.7,1178,0,5
10/19/2015,Monday,1173.3,1173.3,1173.3,1173.3,10.3,1173.3,0,5
10/16/2015,Friday,1183.6,1183.6,1183.6,1183.6,4.3,1183.6,0,5
10/15/2015,Thursday,1187.9,1187.9,1187.9,1187.9,7.8,1187.9,0,5
10/14/2015,Wednesday,1180.1,1180.1,1180.1,1180.1,14.3,1180.1,0,5
10/13/2015,Tuesday,1165.8,1165.8,1165.8,1165.8,0.9,1165.8,0,5
10/12/2015,Monday,1164.9,1164.9,1164.9,1164.9,8.6,1164.9,0,5
10/9/2015,Friday,1156.3,1156.3,1156.3,1156.3,11.6,1156.3,0,5
10/8/2015,Thursday,1143,1143,1143,1143,4.3,1144.7,1,6
10/7/2015,Wednesday,1149,1149,1149,1149,2.2,1149,0,6
10/6/2015,Tuesday,1146.2,1146.2,1146.2,1146.2,8.7,1146.8,1,7
10/5/2015,Monday,1138.1,1138.1,1138.1,1138.1,1,1138.1,0,7
10/2/2015,Friday,1121.1,1146,1112,1146,22.9,1137.1,9,11
10/1/2015,Thursday,1116.1,1116.1,1112.8,1112.8,1.3,1114.2,5,15
9/30/2015,Wednesday,1127.6,1127.7,1112.8,1115.4,11.6,1115.5,74,77
9/29/2015,Tuesday,1133.5,1134,1124.2,1126.6,4.6,1127.1,95,153
9/28/2015,Monday,1145.8,1147.4,1127.8,1131.9,14,1131.7,98,161
9/25/2015,Friday,1149.1,1149.6,1140.7,1145.7,8.1,1145.7,130,165
9/24/2015,Thursday,1131.3,1156.1,1130.2,1153.3,22.2,1153.8,182,260
9/23/2015,Wednesday,1122.8,1133.6,1121.8,1129.6,6.6,1131.6,62,286
9/22/2015,Tuesday,1132.3,1135.9,1121.8,1124.3,8.1,1125,54,296
9/21/2015,Monday,1136.8,1139.3,1129.7,1132.8,5,1133.1,42,300
9/18/2015,Friday,1131.5,1139.4,1127.2,1139.4,21,1138.1,80,341
9/17/2015,Thursday,1118.9,1135.1,1111.3,1130.4,1.9,1117.1,108,376
9/16/2015,Wednesday,1104.7,1123,1103.5,1118.8,16.4,1119,156,384
9/15/2015,Tuesday,1106.4,1107.7,1101.6,1104.2,4.9,1102.6,49,394
9/14/2015,Monday,1105.9,1109.1,1102.4,1107.7,4.2,1107.5,143,400
9/11/2015,Friday,1113,1113,1098.3,1107.3,6,1103.3,83,393
9/10/2015,Thursday,1104.8,1113.2,1103.1,1110.3,7.3,1109.3,62,389
9/9/2015,Wednesday,1120.8,1124,1100.6,1104.9,18.7,1102,196,373
9/8/2015,Tuesday,1117.5,1124.7,1114.9,1120.7,0.2,1120.7,143,374
