,Date,Settle
0,2019-07-26,1419.3
1,2019-07-25,1414.7
2,2019-07-24,1423.6
3,2019-07-23,1421.7
4,2019-07-22,1426.9
5,2019-07-19,1426.7
6,2019-07-18,1428.1
7,2019-07-17,1423.3
8,2019-07-16,1411.2
9,2019-07-15,1413.5
10,2019-07-12,1412.2
11,2019-07-11,1406.7
12,2019-07-10,1412.5
13,2019-07-09,1400.5
14,2019-07-08,1400.0
15,2019-07-05,1400.1
16,2019-07-03,1420.9
17,2019-07-02,1408.0
18,2019-07-01,1389.3
19,2019-06-28,1413.7
20,2019-06-27,1412.0
21,2019-06-26,1411.6
22,2019-06-25,1414.9
23,2019-06-24,1414.3
24,2019-06-21,1396.2
25,2019-06-20,1392.9
26,2019-06-19,1344.6
27,2019-06-18,1346.6
28,2019-06-17,1338.7
29,2019-06-14,1340.1
30,2019-06-13,1339.2
31,2019-06-12,1331.9
32,2019-06-11,1326.4
33,2019-06-10,1324.7
34,2019-06-07,1341.2
35,2019-06-06,1337.6
36,2019-06-05,1328.3
37,2019-06-04,1323.4
38,2019-06-03,1322.7
39,2019-05-31,1305.8
40,2019-05-30,1287.1
41,2019-05-29,1280.6
42,2019-05-28,1276.5
43,2019-05-24,1283.0
44,2019-05-23,1284.8
45,2019-05-22,1273.6
46,2019-05-21,1272.0
47,2019-05-20,1276.1
48,2019-05-17,1274.5
49,2019-05-16,1285.0
50,2019-05-15,1296.3
51,2019-05-14,1294.7
52,2019-05-13,1300.1
53,2019-05-10,1285.7
54,2019-05-09,1283.5
55,2019-05-08,1279.4
56,2019-05-07,1283.5
57,2019-05-06,1281.7
58,2019-05-03,1279.2
59,2019-05-02,1269.7
60,2019-05-01,1281.4
61,2019-04-30,1282.8
62,2019-04-29,1278.6
63,2019-04-26,1284.9
64,2019-04-25,1275.8
65,2019-04-24,1275.5
66,2019-04-23,1269.3
67,2019-04-22,1273.5
68,2019-04-18,1271.9
69,2019-04-17,1272.2
70,2019-04-16,1272.6
71,2019-04-15,1286.8
72,2019-04-12,1290.6
73,2019-04-11,1288.6
74,2019-04-10,1309.1
75,2019-04-09,1303.5
76,2019-04-08,1297.1
77,2019-04-05,1290.4
78,2019-04-04,1289.0
79,2019-04-03,1289.9
80,2019-04-02,1290.0
81,2019-04-01,1288.4
82,2019-03-29,1293.0
83,2019-03-28,1289.8
84,2019-03-27,1309.9
85,2019-03-26,1314.3
86,2019-03-25,1321.9
87,2019-03-22,1311.6
88,2019-03-21,1306.1
89,2019-03-20,1300.5
90,2019-03-19,1305.0
91,2019-03-18,1300.3
92,2019-03-15,1301.8
93,2019-03-14,1293.4
94,2019-03-13,1307.5
95,2019-03-12,1296.3
96,2019-03-11,1288.8
97,2019-03-08,1297.0
98,2019-03-07,1283.8
99,2019-03-06,1284.9
100,2019-03-05,1282.0
101,2019-03-04,1284.8
102,2019-03-01,1296.4
103,2019-02-28,1312.8
104,2019-02-27,1317.7
105,2019-02-26,1325.1
106,2019-02-25,1325.9
107,2019-02-22,1329.2
108,2019-02-21,1323.5
109,2019-02-20,1343.3
110,2019-02-19,1340.1
111,2019-02-15,1318.1
112,2019-02-14,1309.8
113,2019-02-13,1310.8
114,2019-02-12,1309.2
115,2019-02-11,1307.0
116,2019-02-08,1313.7
117,2019-02-07,1309.4
118,2019-02-06,1309.5
119,2019-02-05,1314.2
120,2019-02-04,1314.3
121,2019-02-01,1316.9
122,2019-01-31,1319.7
123,2019-01-30,1309.9
124,2019-01-29,1308.9
125,2019-01-28,1303.1
126,2019-01-25,1298.1
127,2019-01-24,1279.8
128,2019-01-23,1284.0
129,2019-01-22,1283.4
130,2019-01-18,1282.6
131,2019-01-17,1292.3
132,2019-01-16,1293.8
133,2019-01-15,1288.4
134,2019-01-14,1291.3
135,2019-01-11,1289.5
136,2019-01-10,1287.4
137,2019-01-09,1292.0
138,2019-01-08,1285.9
139,2019-01-07,1289.9
140,2019-01-04,1285.8
141,2019-01-03,1294.8
142,2019-01-02,1284.1
143,2018-12-31,1281.3
144,2018-12-28,1283.0
145,2018-12-27,1277.3
146,2018-12-26,1269.2
147,2018-12-24,1267.5
148,2018-12-21,1253.8
149,2018-12-20,1263.6
150,2018-12-19,1252.1
151,2018-12-18,1249.2
152,2018-12-17,1247.4
153,2018-12-14,1237.0
154,2018-12-13,1242.7
155,2018-12-12,1244.4
156,2018-12-11,1241.9
157,2018-12-10,1243.7
158,2018-12-07,1246.8
159,2018-12-06,1238.1
160,2018-12-05,1237.1
161,2018-12-04,1241.1
162,2018-12-03,1233.9
163,2018-11-30,1220.2
164,2018-11-29,1224.1
165,2018-11-28,1223.6
166,2018-11-27,1213.4
167,2018-11-26,1222.4
168,2018-11-23,1223.2
169,2018-11-21,1228.0
170,2018-11-20,1221.2
171,2018-11-19,1225.3
172,2018-11-16,1223.0
173,2018-11-15,1215.0
174,2018-11-14,1210.1
175,2018-11-13,1201.4
176,2018-11-12,1203.5
177,2018-11-09,1208.6
178,2018-11-08,1225.1
179,2018-11-07,1228.7
180,2018-11-06,1226.3
181,2018-11-05,1232.3
182,2018-11-02,1233.3
183,2018-11-01,1238.6
184,2018-10-31,1215.0
185,2018-10-30,1225.3
186,2018-10-29,1224.5
187,2018-10-26,1232.5
188,2018-10-25,1229.1
189,2018-10-24,1227.8
190,2018-10-23,1233.4
191,2018-10-22,1221.2
192,2018-10-19,1225.3
193,2018-10-18,1226.5
194,2018-10-17,1223.7
195,2018-10-16,1227.3
196,2018-10-15,1226.4
197,2018-10-12,1218.1
198,2018-10-11,1223.5
199,2018-10-10,1189.3
200,2018-10-09,1187.2
201,2018-10-08,1184.4
202,2018-10-05,1201.2
203,2018-10-04,1197.2
204,2018-10-03,1198.3
205,2018-10-02,1202.4
206,2018-10-01,1187.1
207,2018-09-28,1191.5
208,2018-09-27,1182.3
209,2018-09-26,1194.4
210,2018-09-25,1199.7
211,2018-09-24,1199.6
212,2018-09-21,1196.6
213,2018-09-20,1206.6
214,2018-09-19,1203.9
215,2018-09-18,1198.5
216,2018-09-17,1201.2
217,2018-09-14,1196.2
218,2018-09-13,1202.8
219,2018-09-12,1205.5
220,2018-09-11,1196.8
221,2018-09-10,1194.5
222,2018-09-07,1195.1
223,2018-09-06,1199.0
224,2018-09-05,1196.1
225,2018-09-04,1194.0
226,2018-08-31,1201.6
227,2018-08-30,1200.0
228,2018-08-29,1204.5
229,2018-08-28,1207.4
230,2018-08-27,1209.0
231,2018-08-24,1206.3
232,2018-08-23,1187.0
233,2018-08-22,1196.3
234,2018-08-21,1192.6
235,2018-08-20,1186.8
236,2018-08-17,1176.5
237,2018-08-16,1176.2
238,2018-08-15,1177.5
239,2018-08-14,1193.0
240,2018-08-13,1191.3
241,2018-08-10,1211.1
242,2018-08-09,1211.9
243,2018-08-08,1212.6
244,2018-08-07,1209.6
245,2018-08-06,1208.6
246,2018-08-03,1214.2
247,2018-08-02,1210.6
248,2018-08-01,1217.9
249,2018-07-31,1223.7
250,2018-07-30,1221.3
251,2018-07-27,1223.0
252,2018-07-26,1225.7
253,2018-07-25,1231.8
254,2018-07-24,1225.5
255,2018-07-23,1225.6
256,2018-07-20,1231.1
257,2018-07-19,1224.0
258,2018-07-18,1227.9
259,2018-07-17,1227.3
260,2018-07-16,1239.7
261,2018-07-13,1241.2
262,2018-07-12,1246.6
263,2018-07-11,1244.4
264,2018-07-10,1255.4
265,2018-07-09,1259.6
266,2018-07-06,1255.8
267,2018-07-05,1258.8
268,2018-07-03,1253.5
269,2018-07-02,1241.7
270,2018-06-29,1254.5
271,2018-06-28,1251.0
272,2018-06-27,1252.8
273,2018-06-26,1256.6
274,2018-06-25,1265.6
275,2018-06-22,1267.4
276,2018-06-21,1267.2
277,2018-06-20,1271.2
278,2018-06-19,1275.6
279,2018-06-18,1276.2
280,2018-06-15,1274.6
281,2018-06-14,1304.0
282,2018-06-13,1296.9
283,2018-06-12,1295.1
284,2018-06-11,1298.9
285,2018-06-08,1298.1
286,2018-06-07,1298.7
287,2018-06-06,1297.1
288,2018-06-05,1297.5
289,2018-06-04,1293.1
290,2018-06-01,1294.8
291,2018-05-31,1300.1
292,2018-05-30,1301.5
293,2018-05-25,1303.3
294,2018-05-24,1303.7
295,2018-05-23,1289.3
296,2018-05-22,1291.7
297,2018-05-21,1290.2
298,2018-05-18,1290.2
299,2018-05-17,1288.2
300,2018-05-16,1290.2
301,2018-05-15,1288.9
302,2018-05-14,1316.5
303,2018-05-11,1319.0
304,2018-05-10,1320.8
305,2018-05-09,1311.3
306,2018-05-08,1312.0
307,2018-05-07,1312.2
308,2018-05-04,1312.7
309,2018-05-03,1310.7
310,2018-05-02,1302.6
311,2018-05-01,1303.8
312,2018-04-30,1316.2
313,2018-04-27,1320.3
314,2018-04-26,1316.3
315,2018-04-25,1321.2
316,2018-04-24,1331.4
317,2018-04-23,1322.5
318,2018-04-20,1336.7
319,2018-04-19,1346.8
320,2018-04-18,1351.2
321,2018-04-17,1347.2
322,2018-04-16,1347.5
323,2018-04-13,1344.8
324,2018-04-12,1338.4
325,2018-04-11,1356.5
326,2018-04-10,1342.0
327,2018-04-09,1336.3
328,2018-04-06,1331.9
329,2018-04-05,1324.3
330,2018-04-04,1335.8
331,2018-04-03,1332.8
332,2018-04-02,1342.1
333,2018-03-29,1322.8
334,2018-03-28,1324.2
335,2018-03-27,1341.3
336,2018-03-26,1354.4
337,2018-03-23,1349.3
338,2018-03-22,1326.6
339,2018-03-21,1320.7
340,2018-03-20,1311.1
341,2018-03-19,1316.8
342,2018-03-16,1311.3
343,2018-03-15,1316.8
344,2018-03-14,1324.4
345,2018-03-13,1325.9
346,2018-03-12,1319.4
347,2018-03-09,1322.4
348,2018-03-08,1319.9
349,2018-03-07,1326.0
350,2018-03-06,1333.6
351,2018-03-05,1318.1
352,2018-03-02,1321.1
353,2018-03-01,1302.9
354,2018-02-28,1315.5
355,2018-02-27,1315.5
356,2018-02-26,1330.7
357,2018-02-23,1328.2
358,2018-02-22,1330.6
359,2018-02-21,1330.0
360,2018-02-20,1328.8
361,2018-02-16,1353.2
362,2018-02-15,1352.1
363,2018-02-14,1355.5
364,2018-02-13,1328.1
365,2018-02-12,1324.2
366,2018-02-09,1313.1
367,2018-02-08,1316.9
368,2018-02-07,1311.6
369,2018-02-06,1326.1
370,2018-02-05,1333.0
371,2018-02-02,1333.7
372,2018-02-01,1344.3
373,2018-01-31,1339.0
374,2018-01-30,1335.4
375,2018-01-29,1340.3
376,2018-01-26,1352.1
377,2018-01-25,1362.9
378,2018-01-24,1356.3
379,2018-01-23,1336.7
380,2018-01-22,1331.9
381,2018-01-19,1333.1
382,2018-01-18,1327.2
383,2018-01-17,1339.2
384,2018-01-16,1337.1
385,2018-01-12,1334.9
386,2018-01-11,1322.5
387,2018-01-10,1319.3
388,2018-01-09,1313.7
389,2018-01-08,1320.4
390,2018-01-05,1322.3
391,2018-01-04,1321.6
392,2018-01-03,1318.5
393,2018-01-02,1316.1
394,2017-12-29,1309.3
395,2017-12-28,1297.2
396,2017-12-27,1287.0
397,2017-12-26,1284.1
398,2017-12-22,1275.4
399,2017-12-21,1267.3
400,2017-12-20,1266.1
401,2017-12-19,1260.7
402,2017-12-18,1262.2
403,2017-12-15,1254.3
404,2017-12-14,1253.8
405,2017-12-13,1245.4
406,2017-12-12,1238.5
407,2017-12-11,1243.7
408,2017-12-08,1245.2
409,2017-12-07,1249.8
410,2017-12-06,1262.8
411,2017-12-05,1261.6
412,2017-12-04,1274.3
413,2017-12-01,1278.8
414,2017-11-30,1273.2
415,2017-11-29,1282.1
416,2017-11-28,1294.9
417,2017-11-27,1294.4
418,2017-11-24,1287.3
419,2017-11-22,1292.2
420,2017-11-21,1281.7
421,2017-11-20,1275.3
422,2017-11-17,1296.5
423,2017-11-16,1278.2
424,2017-11-15,1277.7
425,2017-11-14,1282.9
426,2017-11-13,1278.9
427,2017-11-10,1274.2
428,2017-11-09,1287.5
429,2017-11-08,1283.7
430,2017-11-07,1275.8
431,2017-11-06,1281.6
432,2017-11-03,1269.2
433,2017-11-02,1278.1
434,2017-11-01,1277.3
435,2017-10-31,1270.5
436,2017-10-30,1277.7
437,2017-10-27,1268.5
438,2017-10-26,1266.3
439,2017-10-25,1275.4
440,2017-10-24,1275.0
441,2017-10-23,1277.7
442,2017-10-20,1277.4
443,2017-10-19,1286.9
444,2017-10-18,1279.9
445,2017-10-17,1283.0
446,2017-10-16,1299.9
447,2017-10-13,1301.5
448,2017-10-12,1293.3
449,2017-10-11,1285.8
450,2017-10-10,1290.6
451,2017-10-09,1281.8
452,2017-10-06,1271.6
453,2017-10-05,1269.9
454,2017-10-04,1273.7
455,2017-10-03,1271.5
456,2017-10-02,1272.7
457,2017-09-29,1281.5
458,2017-09-28,1285.5
459,2017-09-27,1284.1
460,2017-09-26,1297.7
461,2017-09-25,1307.1
462,2017-09-22,1293.3
463,2017-09-21,1290.6
464,2017-09-20,1312.5
465,2017-09-19,1306.7
466,2017-09-18,1306.9
467,2017-09-15,1321.3
468,2017-09-14,1325.4
469,2017-09-13,1324.2
470,2017-09-12,1328.8
471,2017-09-11,1331.8
472,2017-09-08,1347.3
473,2017-09-07,1346.5
474,2017-09-06,1335.2
475,2017-09-05,1340.6
476,2017-09-01,1326.6
477,2017-08-31,1318.5
478,2017-08-30,1310.4
479,2017-08-29,1313.1
480,2017-08-28,1309.7
481,2017-08-25,1292.5
482,2017-08-24,1286.5
483,2017-08-23,1288.9
484,2017-08-22,1285.1
485,2017-08-21,1290.8
486,2017-08-18,1285.7
487,2017-08-17,1286.4
488,2017-08-16,1276.9
489,2017-08-15,1273.7
490,2017-08-14,1284.2
491,2017-08-11,1287.7
492,2017-08-10,1283.7
493,2017-08-09,1273.0
494,2017-08-08,1256.4
495,2017-08-07,1258.2
496,2017-08-04,1258.3
497,2017-08-03,1267.8
498,2017-08-02,1271.8
499,2017-08-01,1272.6
500,2017-07-31,1266.6
501,2017-07-28,1268.4
502,2017-07-27,1260.0
503,2017-07-26,1249.4
504,2017-07-25,1252.1
505,2017-07-24,1254.3
506,2017-07-21,1254.9
507,2017-07-20,1245.5
508,2017-07-19,1242.0
509,2017-07-18,1241.9
510,2017-07-17,1233.7
511,2017-07-14,1227.5
512,2017-07-13,1217.3
513,2017-07-12,1219.1
514,2017-07-11,1214.7
515,2017-07-10,1213.2
516,2017-07-07,1209.7
517,2017-07-06,1223.3
518,2017-07-05,1221.7
519,2017-07-03,1219.2
520,2017-06-30,1242.3
521,2017-06-29,1245.8
522,2017-06-28,1248.0
523,2017-06-27,1246.4
524,2017-06-26,1246.3
525,2017-06-23,1256.2
526,2017-06-22,1247.6
527,2017-06-21,1243.4
528,2017-06-20,1241.0
529,2017-06-19,1244.2
530,2017-06-16,1254.0
531,2017-06-15,1252.2
532,2017-06-14,1272.8
533,2017-06-13,1265.8
534,2017-06-12,1266.1
535,2017-06-09,1268.5
536,2017-06-08,1276.3
537,2017-06-07,1290.1
538,2017-06-06,1294.4
539,2017-06-05,1279.3
540,2017-06-02,1276.8
541,2017-06-01,1267.0
542,2017-05-31,1272.0
543,2017-05-30,1262.1
544,2017-05-26,1267.6
545,2017-05-25,1255.8
546,2017-05-24,1252.4
547,2017-05-23,1254.8
548,2017-05-22,1260.7
549,2017-05-19,1252.7
550,2017-05-18,1251.7
551,2017-05-17,1257.5
552,2017-05-16,1235.0
553,2017-05-15,1228.6
554,2017-05-12,1226.2
555,2017-05-11,1222.7
556,2017-05-10,1217.3
557,2017-05-09,1214.3
558,2017-05-08,1225.3
559,2017-05-05,1224.8
560,2017-05-04,1226.5
561,2017-05-03,1246.4
562,2017-05-02,1255.1
563,2017-05-01,1253.3
564,2017-04-28,1266.1
565,2017-04-27,1263.7
566,2017-04-26,1262.1
567,2017-04-25,1265.6
568,2017-04-24,1275.8
569,2017-04-21,1287.4
570,2017-04-20,1281.9
571,2017-04-19,1281.4
572,2017-04-18,1291.7
573,2017-04-17,1289.4
574,2017-04-13,1285.9
575,2017-04-12,1275.3
576,2017-04-11,1271.2
577,2017-04-10,1251.1
578,2017-04-07,1254.3
579,2017-04-06,1250.3
580,2017-04-05,1245.4
581,2017-04-04,1255.0
582,2017-04-03,1250.8
583,2017-03-31,1247.3
584,2017-03-30,1245.0
585,2017-03-29,1253.4
586,2017-03-28,1255.3
587,2017-03-27,1255.4
588,2017-03-24,1248.2
589,2017-03-23,1246.9
590,2017-03-22,1249.3
591,2017-03-21,1246.1
592,2017-03-20,1233.6
593,2017-03-17,1229.8
594,2017-03-16,1226.5
595,2017-03-15,1200.1
596,2017-03-14,1201.9
597,2017-03-13,1202.4
598,2017-03-10,1200.7
599,2017-03-09,1202.4
600,2017-03-08,1208.5
601,2017-03-07,1215.1
602,2017-03-06,1224.5
603,2017-03-03,1225.5
604,2017-03-02,1231.9
605,2017-03-01,1248.9
606,2017-02-28,1252.6
607,2017-02-27,1257.4
608,2017-02-24,1256.9
609,2017-02-23,1250.2
610,2017-02-22,1232.0
611,2017-02-21,1237.5
612,2017-02-17,1237.6
613,2017-02-16,1240.0
614,2017-02-15,1231.7
615,2017-02-14,1223.9
616,2017-02-13,1224.4
617,2017-02-10,1234.4
618,2017-02-09,1235.1
619,2017-02-08,1237.6
620,2017-02-07,1234.2
621,2017-02-06,1230.0
622,2017-02-03,1218.5
623,2017-02-02,1216.7
624,2017-02-01,1205.6
625,2017-01-31,1208.6
626,2017-01-30,1193.2
627,2017-01-27,1188.4
628,2017-01-26,1189.8
629,2017-01-25,1197.8
630,2017-01-24,1210.8
631,2017-01-23,1215.6
632,2017-01-20,1204.9
633,2017-01-19,1201.5
634,2017-01-18,1212.1
635,2017-01-17,1212.9
636,2017-01-13,1196.2
637,2017-01-12,1199.8
638,2017-01-11,1196.6
639,2017-01-10,1185.5
640,2017-01-09,1184.9
641,2017-01-06,1173.4
642,2017-01-05,1181.3
643,2017-01-04,1165.3
644,2017-01-03,1162.0
645,2016-12-30,1151.7
646,2016-12-29,1158.1
647,2016-12-28,1139.4
648,2016-12-27,1137.3
649,2016-12-23,1131.9
650,2016-12-22,1128.8
651,2016-12-21,1131.1
652,2016-12-20,1131.5
653,2016-12-19,1140.5
654,2016-12-16,1135.3
655,2016-12-15,1127.8
656,2016-12-14,1161.3
657,2016-12-13,1156.7
658,2016-12-12,1163.5
659,2016-12-09,1159.4
660,2016-12-08,1169.8
661,2016-12-07,1175.0
662,2016-12-06,1167.6
663,2016-12-05,1174.0
664,2016-12-02,1175.1
665,2016-12-01,1166.9
666,2016-11-30,1170.8
667,2016-11-29,1187.9
668,2016-11-28,1190.8
669,2016-11-25,1178.4
670,2016-11-23,1189.3
671,2016-11-22,1211.2
672,2016-11-21,1209.8
673,2016-11-18,1208.7
674,2016-11-17,1216.9
675,2016-11-16,1223.9
676,2016-11-15,1224.5
677,2016-11-14,1221.7
678,2016-11-11,1224.3
679,2016-11-10,1266.4
680,2016-11-09,1273.5
681,2016-11-08,1274.5
682,2016-11-07,1279.4
683,2016-11-04,1304.5
684,2016-11-03,1303.3
685,2016-11-02,1308.2
686,2016-11-01,1288.0
687,2016-10-31,1273.1
688,2016-10-28,1276.8
689,2016-10-27,1267.9
690,2016-10-26,1264.8
691,2016-10-25,1271.9
692,2016-10-24,1262.0
693,2016-10-21,1265.9
694,2016-10-20,1265.6
695,2016-10-19,1267.9
696,2016-10-18,1260.8
697,2016-10-17,1254.4
698,2016-10-14,1253.1
699,2016-10-13,1255.0
700,2016-10-12,1251.1
701,2016-10-11,1253.0
702,2016-10-10,1257.5
703,2016-10-07,1248.9
704,2016-10-06,1249.8
705,2016-10-05,1265.2
706,2016-10-04,1266.3
707,2016-10-03,1309.0
708,2016-09-30,1313.3
709,2016-09-29,1321.7
710,2016-09-28,1319.4
711,2016-09-27,1326.0
712,2016-09-26,1339.8
713,2016-09-23,1337.5
714,2016-09-22,1340.7
715,2016-09-21,1327.2
716,2016-09-20,1314.0
717,2016-09-19,1313.8
718,2016-09-16,1306.2
719,2016-09-15,1314.0
720,2016-09-14,1322.0
721,2016-09-13,1319.6
722,2016-09-12,1321.6
723,2016-09-09,1330.7
724,2016-09-08,1337.8
725,2016-09-07,1345.3
726,2016-09-06,1350.4
727,2016-09-02,1323.2
728,2016-09-01,1313.6
729,2016-08-31,1307.9
730,2016-08-30,1313.0
731,2016-08-29,1322.9
732,2016-08-26,1321.5
733,2016-08-25,1320.1
734,2016-08-24,1324.4
735,2016-08-23,1340.6
736,2016-08-22,1337.7
737,2016-08-19,1340.4
738,2016-08-18,1351.2
739,2016-08-17,1342.7
740,2016-08-16,1350.5
741,2016-08-15,1340.3
742,2016-08-12,1335.8
743,2016-08-11,1342.5
744,2016-08-10,1344.3
745,2016-08-09,1339.0
746,2016-08-08,1333.4
747,2016-08-05,1336.4
748,2016-08-04,1358.8
749,2016-08-03,1356.1
750,2016-08-02,1364.4
751,2016-08-01,1351.4
752,2016-07-29,1349.0
753,2016-07-28,1332.3
754,2016-07-27,1326.7
755,2016-07-26,1320.8
756,2016-07-25,1319.5
757,2016-07-22,1323.4
758,2016-07-21,1331.0
759,2016-07-20,1319.3
760,2016-07-19,1332.3
761,2016-07-18,1329.3
762,2016-07-15,1327.4
763,2016-07-14,1332.2
764,2016-07-13,1343.6
765,2016-07-12,1335.3
766,2016-07-11,1356.6
767,2016-07-08,1358.4
768,2016-07-07,1362.1
769,2016-07-06,1367.1
770,2016-07-05,1358.7
771,2016-07-01,1339.0
772,2016-06-30,1320.6
773,2016-06-29,1326.9
774,2016-06-28,1315.3
775,2016-06-27,1322.5
776,2016-06-24,1320.0
777,2016-06-23,1261.2
778,2016-06-22,1268.0
779,2016-06-21,1270.5
780,2016-06-20,1290.0
781,2016-06-17,1292.5
782,2016-06-16,1296.1
783,2016-06-15,1285.8
784,2016-06-14,1285.6
785,2016-06-13,1284.4
786,2016-06-10,1273.4
787,2016-06-09,1270.2
788,2016-06-08,1259.8
789,2016-06-07,1244.4
790,2016-06-06,1244.6
791,2016-06-03,1240.1
792,2016-06-02,1209.8
793,2016-06-01,1211.9
794,2016-05-31,1214.8
795,2016-05-27,1213.8
796,2016-05-26,1220.1
797,2016-05-25,1223.5
798,2016-05-24,1228.9
799,2016-05-23,1251.1
800,2016-05-20,1252.4
801,2016-05-19,1254.2
802,2016-05-18,1273.7
803,2016-05-17,1276.2
804,2016-05-16,1273.4
805,2016-05-13,1271.9
806,2016-05-12,1270.3
807,2016-05-11,1274.6
808,2016-05-10,1263.9
809,2016-05-09,1265.6
810,2016-05-06,1292.9
811,2016-05-05,1271.4
812,2016-05-04,1273.3
813,2016-05-03,1290.7
814,2016-05-02,1294.7
815,2016-04-29,1289.2
816,2016-04-28,1265.5
817,2016-04-27,1249.2
818,2016-04-26,1242.2
819,2016-04-25,1238.9
820,2016-04-22,1228.7
821,2016-04-21,1249.0
822,2016-04-20,1253.2
823,2016-04-19,1253.0
824,2016-04-18,1233.6
825,2016-04-15,1233.1
826,2016-04-14,1225.0
827,2016-04-13,1246.8
828,2016-04-12,1259.4
829,2016-04-11,1256.7
830,2016-04-08,1242.5
831,2016-04-07,1236.2
832,2016-04-06,1222.5
833,2016-04-05,1228.4
834,2016-04-04,1218.0
835,2016-04-01,1222.2
836,2016-03-31,1234.2
837,2016-03-30,1226.9
838,2016-03-29,1235.6
839,2016-03-28,1219.9
840,2016-03-24,1221.4
841,2016-03-23,1223.7
842,2016-03-22,1248.2
843,2016-03-21,1243.8
844,2016-03-18,1253.8
845,2016-03-17,1264.5
846,2016-03-16,1229.3
847,2016-03-15,1230.4
848,2016-03-14,1244.4
849,2016-03-11,1258.7
850,2016-03-10,1272.0
851,2016-03-09,1256.6
852,2016-03-08,1262.1
853,2016-03-07,1263.2
854,2016-03-04,1269.9
855,2016-03-03,1257.4
856,2016-03-02,1241.1
857,2016-03-01,1230.3
858,2016-02-29,1233.9
859,2016-02-26,1219.8
860,2016-02-25,1238.2
861,2016-02-24,1238.7
862,2016-02-23,1222.3
863,2016-02-22,1209.5
864,2016-02-19,1230.4
865,2016-02-18,1226.1
866,2016-02-17,1211.1
867,2016-02-16,1207.9
868,2016-02-12,1239.1
869,2016-02-11,1247.9
870,2016-02-10,1194.7
871,2016-02-09,1198.7
872,2016-02-08,1197.9
873,2016-02-05,1157.8
874,2016-02-04,1157.6
875,2016-02-03,1141.3
876,2016-02-02,1127.3
877,2016-02-01,1127.9
878,2016-01-29,1116.4
879,2016-01-28,1115.6
880,2016-01-27,1115.8
881,2016-01-26,1120.2
882,2016-01-25,1105.3
883,2016-01-22,1096.3
884,2016-01-21,1098.2
885,2016-01-20,1106.2
886,2016-01-19,1089.1
887,2016-01-15,1090.7
888,2016-01-14,1073.6
889,2016-01-13,1087.1
890,2016-01-12,1085.2
891,2016-01-11,1096.2
892,2016-01-08,1097.9
893,2016-01-07,1107.8
894,2016-01-06,1091.9
895,2016-01-05,1078.4
896,2016-01-04,1075.2
897,2015-12-31,1060.2
898,2015-12-30,1059.8
899,2015-12-29,1068.0
900,2015-12-28,1070.5
901,2015-12-24,1077.2
902,2015-12-23,1069.4
903,2015-12-22,1074.8
904,2015-12-21,1081.9
905,2015-12-18,1066.2
906,2015-12-17,1050.8
907,2015-12-16,1078.0
908,2015-12-15,1062.9
909,2015-12-14,1064.7
910,2015-12-11,1076.9
911,2015-12-10,1073.1
912,2015-12-09,1077.6
913,2015-12-08,1076.3
914,2015-12-07,1076.4
915,2015-12-04,1084.5
916,2015-12-03,1061.7
917,2015-12-02,1054.2
918,2015-12-01,1063.8
919,2015-11-30,1065.8
920,2015-11-27,1056.2
921,2015-11-25,1070.0
922,2015-11-24,1073.8
923,2015-11-23,1066.8
924,2015-11-20,1076.3
925,2015-11-19,1077.9
926,2015-11-18,1068.7
927,2015-11-17,1068.6
928,2015-11-16,1083.6
929,2015-11-13,1080.9
930,2015-11-12,1081.0
931,2015-11-11,1084.9
932,2015-11-10,1088.5
933,2015-11-09,1088.1
934,2015-11-06,1087.7
935,2015-11-05,1104.2
936,2015-11-04,1106.2
937,2015-11-03,1114.1
938,2015-11-02,1135.9
939,2015-10-30,1141.4
940,2015-10-29,1147.3
941,2015-10-28,1176.1
942,2015-10-27,1166.8
943,2015-10-26,1167.0
944,2015-10-23,1163.3
945,2015-10-22,1166.6
946,2015-10-21,1167.6
947,2015-10-20,1178.0
948,2015-10-19,1173.3
949,2015-10-16,1183.6
950,2015-10-15,1187.9
951,2015-10-14,1180.1
952,2015-10-13,1165.8
953,2015-10-12,1164.9
954,2015-10-09,1156.3
955,2015-10-08,1144.7
956,2015-10-07,1149.0
957,2015-10-06,1146.8
958,2015-10-05,1138.1
959,2015-10-02,1137.1
960,2015-10-01,1114.2
961,2015-09-30,1115.5
962,2015-09-29,1127.1
963,2015-09-28,1131.7
964,2015-09-25,1145.7
965,2015-09-24,1153.8
966,2015-09-23,1131.6
967,2015-09-22,1125.0
968,2015-09-21,1133.1
969,2015-09-18,1138.1
970,2015-09-17,1117.1
971,2015-09-16,1119.0
972,2015-09-15,1102.6
973,2015-09-14,1107.5
974,2015-09-11,1103.3
975,2015-09-10,1109.3
976,2015-09-09,1102.0
977,2015-09-08,1120.7
978,2015-09-04,1120.9
979,2015-09-03,1124.0
980,2015-09-02,1133.1
981,2015-09-01,1139.3
982,2015-08-31,1132.0
983,2015-08-28,1133.5
984,2015-08-27,1122.2
985,2015-08-26,1124.6
986,2015-08-25,1138.2
987,2015-08-24,1153.4
988,2015-08-21,1159.6
989,2015-08-20,1153.0
990,2015-08-19,1128.1
991,2015-08-18,1117.1
992,2015-08-17,1118.6
993,2015-08-14,1112.9
994,2015-08-13,1115.7
995,2015-08-12,1123.2
996,2015-08-11,1107.6
997,2015-08-10,1104.2
998,2015-08-07,1094.1
