Date,Settle,Relative Value
2019-07-26,1419.3,1385.269350952378
2019-07-25,1414.7,1394.8702461666617
2019-07-24,1423.6,1394.8702461666617
2019-07-23,1421.7,1394.8702461666617
2019-07-22,1426.9,1394.8702461666617
2019-07-19,1426.7,1394.8702461666617
2019-07-18,1428.1,1386.4655336904734
2019-07-17,1423.3,1386.4655336904734
2019-07-16,1411.2,1386.4655336904734
2019-07-15,1413.5,1386.4655336904734
2019-07-12,1412.2,1386.4655336904734
2019-07-11,1406.7,1391.0108874999971
2019-07-10,1412.5,1391.0108874999971
2019-07-09,1400.5,1391.0108874999971
2019-07-08,1400.0,1391.0108874999971
2019-07-05,1400.1,1376.7133136666644
2019-07-03,1420.9,1376.7133136666644
2019-07-02,1408.0,1376.7133136666644
2019-07-01,1389.3,1376.7133136666644
2019-06-28,1413.7,1376.7133136666644
2019-06-27,1412.0,1317.7759279761897
2019-06-26,1411.6,1317.7759279761897
2019-06-25,1414.9,1317.7759279761897
2019-06-24,1414.3,1317.7759279761897
2019-06-21,1396.2,1317.7759279761897
2019-06-20,1392.9,1318.7644689523784
2019-06-19,1344.6,1318.7644689523784
2019-06-18,1346.6,1318.7644689523784
2019-06-17,1338.7,1318.7644689523784
2019-06-14,1340.1,1318.7644689523784
2019-06-13,1339.2,1299.3355507857084
2019-06-12,1331.9,1299.3355507857084
2019-06-11,1326.4,1299.3355507857084
2019-06-10,1324.7,1299.3355507857084
2019-06-07,1341.2,1299.3355507857084
2019-06-06,1337.6,1214.0673193571404
2019-06-05,1328.3,1214.0673193571404
2019-06-04,1323.4,1214.0673193571404
2019-06-03,1322.7,1214.0673193571404
2019-05-31,1305.8,1214.0673193571404
2019-05-30,1287.1,1278.2523625909046
2019-05-29,1280.6,1278.2523625909046
2019-05-28,1276.5,1278.2523625909046
2019-05-24,1283.0,1278.2523625909046
2019-05-23,1284.8,1292.2758603095215
2019-05-22,1273.6,1292.2758603095215
2019-05-21,1272.0,1292.2758603095215
2019-05-20,1276.1,1292.2758603095215
2019-05-17,1274.5,1292.2758603095215
2019-05-16,1285.0,1273.9304911428528
2019-05-15,1296.3,1273.9304911428528
2019-05-14,1294.7,1273.9304911428528
2019-05-13,1300.1,1273.9304911428528
2019-05-10,1285.7,1273.9304911428528
2019-05-09,1283.5,1266.1551239444423
2019-05-08,1279.4,1266.1551239444423
2019-05-07,1283.5,1266.1551239444423
2019-05-06,1281.7,1266.1551239444423
2019-05-03,1279.2,1266.1551239444423
2019-05-02,1269.7,1256.9170675793632
2019-05-01,1281.4,1256.9170675793632
2019-04-30,1282.8,1256.9170675793632
2019-04-29,1278.6,1256.9170675793632
2019-04-26,1284.9,1256.9170675793632
2019-04-25,1275.8,1274.819344730155
2019-04-24,1275.5,1274.819344730155
2019-04-23,1269.3,1274.819344730155
2019-04-22,1273.5,1274.819344730155
2019-04-18,1271.9,1291.3682313333334
2019-04-17,1272.2,1291.3682313333334
2019-04-16,1272.6,1291.3682313333334
2019-04-15,1286.8,1291.3682313333334
2019-04-12,1290.6,1291.3682313333334
2019-04-11,1288.6,1286.670778499999
2019-04-10,1309.1,1286.670778499999
2019-04-09,1303.5,1286.670778499999
2019-04-08,1297.1,1286.670778499999
2019-04-05,1290.4,1286.670778499999
2019-04-04,1289.0,1306.5111118686814
2019-04-03,1289.9,1306.5111118686814
2019-04-02,1290.0,1306.5111118686814
2019-04-01,1288.4,1306.5111118686814
2019-03-29,1293.0,1306.5111118686814
2019-03-28,1289.8,1293.1882376666656
2019-03-27,1309.9,1293.1882376666656
2019-03-26,1314.3,1293.1882376666656
2019-03-25,1321.9,1293.1882376666656
2019-03-22,1311.6,1293.1882376666656
2019-03-21,1306.1,1282.0443903492057
2019-03-20,1300.5,1282.0443903492057
2019-03-19,1305.0,1282.0443903492057
2019-03-18,1300.3,1282.0443903492057
2019-03-15,1301.8,1282.0443903492057
2019-03-14,1293.4,1292.8812689761949
2019-03-13,1307.5,1292.8812689761949
2019-03-12,1296.3,1292.8812689761949
2019-03-11,1288.8,1292.8812689761949
2019-03-08,1297.0,1292.8812689761949
2019-03-07,1283.8,1320.4126312500011
2019-03-06,1284.9,1320.4126312500011
2019-03-05,1282.0,1320.4126312500011
2019-03-04,1284.8,1320.4126312500011
2019-03-01,1296.4,1320.4126312500011
2019-02-28,1312.8,1318.1971461904795
2019-02-27,1317.7,1318.1971461904795
2019-02-26,1325.1,1318.1971461904795
2019-02-25,1325.9,1318.1971461904795
2019-02-22,1329.2,1318.1971461904795
2019-02-21,1323.5,1304.4251926666682
2019-02-20,1343.3,1304.4251926666682
2019-02-19,1340.1,1304.4251926666682
2019-02-15,1318.1,1304.4251926666682
2019-02-14,1309.8,1310.926612095239
2019-02-13,1310.8,1310.926612095239
2019-02-12,1309.2,1310.926612095239
2019-02-11,1307.0,1310.926612095239
2019-02-08,1313.7,1310.926612095239
2019-02-07,1309.4,1284.5115211825398
2019-02-06,1309.5,1284.5115211825398
2019-02-05,1314.2,1284.5115211825398
2019-02-04,1314.3,1284.5115211825398
2019-02-01,1316.9,1284.5115211825398
2019-01-31,1319.7,1290.4391698571424
2019-01-30,1309.9,1290.4391698571424
2019-01-29,1308.9,1290.4391698571424
2019-01-28,1303.1,1290.4391698571424
2019-01-25,1298.1,1290.4391698571424
2019-01-24,1279.8,1285.6668298492073
2019-01-23,1284.0,1285.6668298492073
2019-01-22,1283.4,1285.6668298492073
2019-01-18,1282.6,1285.6668298492073
2019-01-17,1292.3,1284.67790747619
2019-01-16,1293.8,1284.67790747619
2019-01-15,1288.4,1284.67790747619
2019-01-14,1291.3,1284.67790747619
2019-01-11,1289.5,1284.67790747619
2019-01-10,1287.4,1260.835304650793
2019-01-09,1292.0,1260.835304650793
2019-01-08,1285.9,1260.835304650793
2019-01-07,1289.9,1260.835304650793
2019-01-04,1285.8,1260.835304650793
2019-01-03,1294.8,1260.835304650793
2019-01-02,1284.1,1260.835304650793
2018-12-31,1281.3,1260.835304650793
2018-12-28,1283.0,1260.835304650793
2018-12-27,1277.3,1260.835304650793
2018-12-26,1269.2,1260.835304650793
2018-12-24,1267.5,1260.835304650793
2018-12-21,1253.8,1260.835304650793
2018-12-20,1263.6,1253.1093900000008
2018-12-19,1252.1,1253.1093900000008
2018-12-18,1249.2,1253.1093900000008
2018-12-17,1247.4,1253.1093900000008
2018-12-14,1237.0,1253.1093900000008
2018-12-13,1242.7,1234.4967252669542
2018-12-12,1244.4,1234.4967252669542
2018-12-11,1241.9,1234.4967252669542
2018-12-10,1243.7,1234.4967252669542
2018-12-07,1246.8,1234.4967252669542
2018-12-06,1238.1,1219.7355830793663
2018-12-05,1237.1,1219.7355830793663
2018-12-04,1241.1,1219.7355830793663
2018-12-03,1233.9,1219.7355830793663
2018-11-30,1220.2,1219.7355830793663
2018-11-29,1224.1,1225.7442147272734
2018-11-28,1223.6,1225.7442147272734
2018-11-27,1213.4,1225.7442147272734
2018-11-26,1222.4,1225.7442147272734
2018-11-23,1223.2,1223.3269231111094
2018-11-21,1228.0,1223.3269231111094
2018-11-20,1221.2,1223.3269231111094
2018-11-19,1225.3,1223.3269231111094
2018-11-16,1223.0,1223.3269231111094
2018-11-15,1215.0,1224.7116705050487
2018-11-14,1210.1,1224.7116705050487
2018-11-13,1201.4,1224.7116705050487
2018-11-12,1203.5,1224.7116705050487
2018-11-09,1208.6,1224.7116705050487
2018-11-08,1225.1,1224.8512820288568
2018-11-07,1228.7,1224.8512820288568
2018-11-06,1226.3,1224.8512820288568
2018-11-05,1232.3,1224.8512820288568
2018-11-02,1233.3,1224.8512820288568
2018-11-01,1238.6,1224.2498088253928
2018-10-31,1215.0,1224.2498088253928
2018-10-30,1225.3,1224.2498088253928
2018-10-29,1224.5,1224.2498088253928
2018-10-26,1232.5,1224.2498088253928
2018-10-25,1229.1,1218.5443812698381
2018-10-24,1227.8,1218.5443812698381
2018-10-23,1233.4,1218.5443812698381
2018-10-22,1221.2,1218.5443812698381
2018-10-19,1225.3,1218.5443812698381
2018-10-18,1226.5,1196.3143819960349
2018-10-17,1223.7,1196.3143819960349
2018-10-16,1227.3,1196.3143819960349
2018-10-15,1226.4,1196.3143819960349
2018-10-12,1218.1,1196.3143819960349
2018-10-11,1223.5,1197.8712711230176
2018-10-10,1189.3,1197.8712711230176
2018-10-09,1187.2,1197.8712711230176
2018-10-08,1184.4,1197.8712711230176
2018-10-05,1201.2,1197.8712711230176
2018-10-04,1197.2,1199.7244808611113
2018-10-03,1198.3,1199.7244808611113
2018-10-02,1202.4,1199.7244808611113
2018-10-01,1187.1,1199.7244808611113
2018-09-28,1191.5,1199.7244808611113
2018-09-27,1182.3,1199.5661233452392
2018-09-26,1194.4,1199.5661233452392
2018-09-25,1199.7,1199.5661233452392
2018-09-24,1199.6,1199.5661233452392
2018-09-21,1196.6,1199.5661233452392
2018-09-20,1206.6,1199.3533958015898
2018-09-19,1203.9,1199.3533958015898
2018-09-18,1198.5,1199.3533958015898
2018-09-17,1201.2,1199.3533958015898
2018-09-14,1196.2,1199.3533958015898
2018-09-13,1202.8,1202.1380288293676
2018-09-12,1205.5,1202.1380288293676
2018-09-11,1196.8,1202.1380288293676
2018-09-10,1194.5,1202.1380288293676
2018-09-07,1195.1,1202.1380288293676
2018-09-06,1199.0,1207.251599170635
2018-09-05,1196.1,1207.251599170635
2018-09-04,1194.0,1207.251599170635
2018-08-31,1201.6,1207.251599170635
2018-08-30,1200.0,1215.246707361111
2018-08-29,1204.5,1215.246707361111
2018-08-28,1207.4,1215.246707361111
2018-08-27,1209.0,1215.246707361111
2018-08-24,1206.3,1215.246707361111
2018-08-23,1187.0,1209.5296417896839
2018-08-22,1196.3,1209.5296417896839
2018-08-21,1192.6,1209.5296417896839
2018-08-20,1186.8,1209.5296417896839
2018-08-17,1176.5,1209.5296417896839
2018-08-16,1176.2,1211.9232353015839
2018-08-15,1177.5,1211.9232353015839
2018-08-14,1193.0,1211.9232353015839
2018-08-13,1191.3,1211.9232353015839
2018-08-10,1211.1,1211.9232353015839
2018-08-09,1211.9,1224.52999033333
2018-08-08,1212.6,1224.52999033333
2018-08-07,1209.6,1224.52999033333
2018-08-06,1208.6,1224.52999033333
2018-08-03,1214.2,1224.52999033333
2018-08-02,1210.6,1232.799468777775
2018-08-01,1217.9,1232.799468777775
2018-07-31,1223.7,1232.799468777775
2018-07-30,1221.3,1232.799468777775
2018-07-27,1223.0,1232.799468777775
2018-07-26,1225.7,1241.1499784444431
2018-07-25,1231.8,1241.1499784444431
2018-07-24,1225.5,1241.1499784444431
2018-07-23,1225.6,1241.1499784444431
2018-07-20,1231.1,1241.1499784444431
2018-07-19,1224.0,1254.1362277777735
2018-07-18,1227.9,1254.1362277777735
2018-07-17,1227.3,1254.1362277777735
2018-07-16,1239.7,1254.1362277777735
2018-07-13,1241.2,1254.1362277777735
2018-07-12,1246.6,1257.519254611109
2018-07-11,1244.4,1257.519254611109
2018-07-10,1255.4,1257.519254611109
2018-07-09,1259.6,1257.519254611109
2018-07-06,1255.8,1264.068418666663
2018-07-05,1258.8,1264.068418666663
2018-07-03,1253.5,1264.068418666663
2018-07-02,1241.7,1264.068418666663
2018-06-29,1254.5,1264.068418666663
2018-06-28,1251.0,1275.383548333331
2018-06-27,1252.8,1275.383548333331
2018-06-26,1256.6,1275.383548333331
2018-06-25,1265.6,1275.383548333331
2018-06-22,1267.4,1275.383548333331
2018-06-21,1267.2,1272.8407716666661
2018-06-20,1271.2,1272.8407716666661
2018-06-19,1275.6,1272.8407716666661
2018-06-18,1276.2,1272.8407716666661
2018-06-15,1274.6,1272.8407716666661
2018-06-14,1304.0,1284.0604693333303
2018-06-13,1296.9,1284.0604693333303
2018-06-12,1295.1,1284.0604693333303
2018-06-11,1298.9,1284.0604693333303
2018-06-08,1298.1,1284.0604693333303
2018-06-07,1298.7,1278.5307657777764
2018-06-06,1297.1,1278.5307657777764
2018-06-05,1297.5,1278.5307657777764
2018-06-04,1293.1,1278.5307657777764
2018-06-01,1294.8,1278.5307657777764
2018-05-31,1300.1,1278.5307657777764
2018-05-30,1301.5,1278.5307657777764
2018-05-25,1303.3,1278.5307657777764
2018-05-24,1303.7,1291.7544420555555
2018-05-23,1289.3,1291.7544420555555
2018-05-22,1291.7,1291.7544420555555
2018-05-21,1290.2,1291.7544420555555
2018-05-18,1290.2,1291.7544420555555
2018-05-17,1288.2,1302.9435805555577
2018-05-16,1290.2,1302.9435805555577
2018-05-15,1288.9,1302.9435805555577
2018-05-14,1316.5,1302.9435805555577
2018-05-11,1319.0,1302.9435805555577
2018-05-10,1320.8,1307.0723364761905
2018-05-09,1311.3,1307.0723364761905
2018-05-08,1312.0,1307.0723364761905
2018-05-07,1312.2,1307.0723364761905
2018-05-04,1312.7,1307.0723364761905
2018-05-03,1310.7,1330.2876743333316
2018-05-02,1302.6,1330.2876743333316
2018-05-01,1303.8,1330.2876743333316
2018-04-30,1316.2,1330.2876743333316
2018-04-27,1320.3,1330.2876743333316
2018-04-26,1316.3,1340.5715868809514
2018-04-25,1321.2,1340.5715868809514
2018-04-24,1331.4,1340.5715868809514
2018-04-23,1322.5,1340.5715868809514
2018-04-20,1336.7,1340.5715868809514
2018-04-19,1346.8,1329.7313811428571
2018-04-18,1351.2,1329.7313811428571
2018-04-17,1347.2,1329.7313811428571
2018-04-16,1347.5,1329.7313811428571
2018-04-13,1344.8,1329.7313811428571
2018-04-12,1338.4,1326.1166178214276
2018-04-11,1356.5,1326.1166178214276
2018-04-10,1342.0,1326.1166178214276
2018-04-09,1336.3,1326.1166178214276
2018-04-06,1331.9,1326.1166178214276
2018-04-05,1324.3,1336.8281286666665
2018-04-04,1335.8,1336.8281286666665
2018-04-03,1332.8,1336.8281286666665
2018-04-02,1342.1,1336.8281286666665
2018-03-29,1322.8,1316.7414764285686
2018-03-28,1324.2,1316.7414764285686
2018-03-27,1341.3,1316.7414764285686
2018-03-26,1354.4,1316.7414764285686
2018-03-23,1349.3,1316.7414764285686
2018-03-22,1326.6,1321.5282774285731
2018-03-21,1320.7,1321.5282774285731
2018-03-20,1311.1,1321.5282774285731
2018-03-19,1316.8,1321.5282774285731
2018-03-16,1311.3,1321.5282774285731
2018-03-15,1316.8,1320.1757934761908
2018-03-14,1324.4,1320.1757934761908
2018-03-13,1325.9,1320.1757934761908
2018-03-12,1319.4,1320.1757934761908
2018-03-09,1322.4,1320.1757934761908
2018-03-08,1319.9,1328.6108387500053
2018-03-07,1326.0,1328.6108387500053
2018-03-06,1333.6,1328.6108387500053
2018-03-05,1318.1,1328.6108387500053
