Date,Settle,Relative Value,Settle Delta,Rel Val Delta,Signal,Profit,EC
2019-07-26,16.325,16.34819585333334,,0.8714275557143054,1.0,,
2019-07-19,16.117,15.476768297619035,0.2079999999999984,0.280997894285699,1.0,0.2079999999999984,46.87200000000008
2019-07-12,15.161,15.195770403333336,0.9560000000000013,-0.06724212666666673,-1.0,-0.9560000000000013,46.66400000000008
2019-07-05,14.918,15.263012530000003,0.24300000000000033,-0.2516820066666732,-1.0,-0.24300000000000033,47.62000000000008
2019-06-28,15.253,15.514694536666676,-0.33500000000000085,0.3471477066666644,1.0,-0.33500000000000085,47.863000000000085
2019-06-21,15.29,15.167546830000012,-0.036999999999999034,0.1578351066666599,1.0,-0.036999999999999034,48.198000000000086
2019-06-14,14.802999999999999,15.009711723333352,0.4870000000000001,0.17235194285715494,1.0,0.4870000000000001,48.235000000000085
2019-06-07,15.030999999999999,14.837359780476197,-0.22799999999999976,0.23899744714286086,1.0,-0.22799999999999976,47.74800000000008
2019-05-31,14.567,14.598362333333336,0.46399999999999864,0.04427575301587616,1.0,0.46399999999999864,47.976000000000084
2019-05-24,14.52,14.55408658031746,0.0470000000000006,-0.1811470514285709,-1.0,-0.0470000000000006,47.512000000000086
2019-05-17,14.347999999999999,14.73523363174603,0.1720000000000006,0.05570009333334269,1.0,0.1720000000000006,47.55900000000008
2019-05-10,14.725999999999999,14.679533538412688,-0.3780000000000001,0.09031865079364465,1.0,-0.3780000000000001,47.387000000000086
2019-05-03,14.907,14.589214887619043,-0.18100000000000094,-0.4982739990476226,-1.0,0.18100000000000094,47.765000000000086
2019-04-26,15.002,15.087488886666666,-0.09500000000000064,-0.03479376666666667,-1.0,0.09500000000000064,47.58400000000008
2019-04-12,14.92,15.122282653333333,0.08200000000000074,0.238840366060602,1.0,0.08200000000000074,47.48900000000008
2019-04-05,15.043,14.88344228727273,-0.12299999999999933,-0.42266716034633944,-1.0,0.12299999999999933,47.40700000000008
2019-03-29,15.06,15.30610944761907,-0.017000000000001236,0.36083902428572934,1.0,-0.017000000000001236,47.284000000000084
2019-03-22,15.345,14.94527042333334,-0.28500000000000014,-0.16966293571429247,-1.0,0.28500000000000014,47.30100000000009
2019-03-15,15.253,15.114933359047633,0.09200000000000053,-0.20656726095238298,-1.0,-0.09200000000000053,47.01600000000009
2019-03-08,15.272,15.321500620000016,-0.019000000000000128,-0.577373519999977,-1.0,0.019000000000000128,47.10800000000009
2019-03-01,15.169,15.898874139999993,0.10299999999999976,0.118051681904765,1.0,0.10299999999999976,47.08900000000009
2019-02-22,15.914000000000001,15.780822458095228,-0.745000000000001,-0.08769342285714998,-1.0,0.745000000000001,46.98600000000009
2019-02-15,15.743,15.868515880952378,0.17100000000000115,-0.15527481904760698,-1.0,-0.17100000000000115,46.24100000000009
2019-02-08,15.809000000000001,16.023790699999985,-0.06600000000000072,0.2718981447618827,1.0,-0.06600000000000072,46.41200000000009
2019-02-01,15.931,15.751892555238102,-0.12199999999999811,0.3194993795238066,1.0,-0.12199999999999811,46.478000000000094
2019-01-25,15.639000000000001,15.432393175714296,0.29199999999999804,-0.21584302428570545,-1.0,-0.29199999999999804,46.600000000000094
2019-01-18,15.33,15.648236200000001,0.30900000000000105,0.062209326060608916,1.0,0.30900000000000105,46.892000000000095
2019-01-11,15.577,15.586026873939392,-0.2469999999999999,0.30064285536797186,1.0,-0.2469999999999999,46.58300000000009
2019-01-04,15.695,15.28538401857142,-0.11800000000000033,0.5935001033333229,1.0,-0.11800000000000033,46.83000000000009
2018-12-28,15.325999999999999,14.691883915238098,0.36900000000000155,0.08501654857143315,1.0,0.36900000000000155,46.94800000000009
2018-12-21,14.583,14.606867366666664,0.7429999999999986,0.10401103619047625,1.0,0.7429999999999986,46.57900000000009
2018-12-14,14.513,14.502856330476188,0.07000000000000028,0.0737559285714191,1.0,0.07000000000000028,45.83600000000009
2018-12-07,14.572000000000001,14.429100401904769,-0.05900000000000105,0.08277152238095731,1.0,-0.05900000000000105,45.76600000000009
2018-11-30,14.094000000000001,14.346328879523812,0.47799999999999976,0.009436051428576064,1.0,0.47799999999999976,45.825000000000095
2018-11-23,14.243,14.336892828095236,-0.14899999999999913,-0.25450446714286024,-1.0,0.14899999999999913,45.347000000000094
2018-11-16,14.382,14.591397295238096,-0.13899999999999935,-0.5649763752380981,-1.0,0.13899999999999935,45.19800000000009
2018-11-09,14.14,15.156373670476194,0.2419999999999991,0.3894656466666646,1.0,0.2419999999999991,45.0590000000001
2018-11-02,14.755999999999998,14.76690802380953,-0.6159999999999979,0.026830218095232894,1.0,-0.6159999999999979,44.8170000000001
2018-10-26,14.7,14.740077805714296,0.05599999999999916,0.1507555895238255,1.0,0.05599999999999916,45.4330000000001
2018-10-19,14.65,14.589322216190471,0.049999999999998934,0.09516759523807927,1.0,0.049999999999998934,45.3770000000001
2018-10-12,14.635,14.494154620952392,0.015000000000000568,-0.011374283809521657,-1.0,-0.015000000000000568,45.327000000000105
2018-10-05,14.649000000000001,14.505528904761913,-0.014000000000001123,0.16403767095238742,1.0,-0.014000000000001123,45.342000000000105
2018-09-28,14.712,14.341491233809526,-0.06299999999999883,0.12496604047620785,1.0,-0.06299999999999883,45.35600000000011
2018-09-21,14.269,14.216525193333318,0.4429999999999996,0.051643586666671126,1.0,0.4429999999999996,45.41900000000011
2018-09-14,14.042,14.164881606666647,0.2270000000000003,-0.24414443476191394,-1.0,-0.2270000000000003,44.97600000000011
