,Date,Open Interest,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Swap Dealer Longs,Swap Dealer Shorts,Swap Dealer Spreads,Money Manager Longs,Money Manager Shorts,Money Manager Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts
29,2018-12-31,27220.0,516.0,10376.0,3171.0,7989.0,1623.0,15525.0,1874.0,2338.0,1843.0,1144.0,142.0,25156.0,25485.0,2064.0,1735.0
30,2018-12-24,26594.0,405.0,10150.0,3253.0,7641.0,1663.0,15200.0,1985.0,2155.0,1692.0,1168.0,144.0,24510.0,24905.0,2084.0,1689.0
31,2018-12-18,26772.0,469.0,10039.0,2972.0,7856.0,1474.0,15886.0,2366.0,1929.0,1689.0,1316.0,181.0,24600.0,25160.0,2172.0,1612.0
32,2018-12-11,26229.0,652.0,9974.0,2833.0,8185.0,962.0,15736.0,2320.0,1862.0,2033.0,1129.0,151.0,24228.0,24582.0,2001.0,1646.0
33,2018-12-04,26656.0,564.0,10047.0,2991.0,8894.0,753.0,16524.0,2255.0,1530.0,2174.0,1375.0,101.0,24637.0,24955.0,2019.0,1701.0
34,2018-11-27,26020.0,1215.0,10814.0,3473.0,8545.0,895.0,15829.0,2005.0,658.0,1886.0,1220.0,182.0,24138.0,24319.0,1882.0,1701.0
35,2018-11-20,26735.0,1249.0,10708.0,3601.0,8685.0,1120.0,15871.0,2471.0,342.0,2051.0,1184.0,366.0,24602.0,24876.0,2133.0,1859.0
36,2018-11-13,28280.0,1394.0,10802.0,4373.0,8660.0,961.0,15642.0,2805.0,1614.0,1881.0,998.0,375.0,26241.0,26216.0,2038.0,2064.0
37,2018-11-06,28637.0,1399.0,11014.0,4300.0,8403.0,1079.0,15598.0,3019.0,1912.0,2046.0,1021.0,262.0,26597.0,26711.0,2040.0,1927.0
38,2018-10-30,28043.0,1132.0,10803.0,4618.0,7456.0,960.0,15330.0,3646.0,1890.0,1995.0,1257.0,198.0,26124.0,26210.0,1919.0,1832.0
39,2018-10-23,29712.0,1129.0,10922.0,4557.0,8371.0,1162.0,16306.0,3903.0,1898.0,2496.0,1299.0,161.0,27709.0,27715.0,2004.0,1997.0
40,2018-10-16,27239.0,937.0,10111.0,4668.0,7795.0,930.0,14255.0,4133.0,1087.0,3077.0,1179.0,260.0,25214.0,25496.0,2025.0,1744.0
41,2018-10-09,25632.0,835.0,9397.0,3645.0,7114.0,1162.0,13812.0,3845.0,1032.0,2889.0,1123.0,221.0,23596.0,23894.0,2036.0,1738.0
42,2018-10-02,24374.0,869.0,9256.0,3836.0,6243.0,1201.0,12700.0,3799.0,797.0,2808.0,1257.0,187.0,22398.0,22741.0,1976.0,1633.0
43,2018-09-25,22437.0,1033.0,8529.0,3793.0,6330.0,864.0,10883.0,3085.0,760.0,3171.0,929.0,175.0,20679.0,20672.0,1758.0,1765.0
44,2018-09-18,19513.0,1259.0,7312.0,3839.0,5248.0,716.0,8082.0,2470.0,733.0,2895.0,958.0,439.0,17963.0,17876.0,1550.0,1637.0
45,2018-09-11,18052.0,1423.0,7460.0,3763.0,3947.0,661.0,7857.0,2889.0,236.0,2711.0,984.0,213.0,16865.0,16391.0,1187.0,1661.0
46,2018-09-04,18820.0,1419.0,7469.0,4084.0,3511.0,595.0,8265.0,3809.0,320.0,2883.0,1143.0,185.0,17750.0,17031.0,1069.0,1789.0
47,2018-08-28,20833.0,1681.0,7204.0,4660.0,2552.0,1259.0,8503.0,6289.0,494.0,2874.0,1025.0,258.0,19730.0,19082.0,1103.0,1751.0
48,2018-08-21,23505.0,1898.0,5998.0,5753.0,1988.0,1317.0,8599.0,8797.0,1666.0,2676.0,1374.0,308.0,22217.0,21448.0,1287.0,2057.0
49,2018-08-14,26207.0,2211.0,7926.0,6264.0,1938.0,3130.0,9486.0,8690.0,746.0,2684.0,1520.0,441.0,24961.0,24390.0,1246.0,1816.0
50,2018-08-07,23814.0,1510.0,8239.0,5648.0,2081.0,2674.0,9007.0,7139.0,229.0,3001.0,1197.0,433.0,22502.0,21992.0,1312.0,1822.0
51,2018-07-31,22894.0,1638.0,8556.0,4939.0,2752.0,1999.0,8978.0,5878.0,327.0,3004.0,1191.0,413.0,21299.0,21117.0,1596.0,1778.0
52,2018-07-24,21992.0,1738.0,8148.0,5417.0,2292.0,1285.0,7917.0,6120.0,810.0,3118.0,1389.0,311.0,20597.0,20355.0,1396.0,1637.0
53,2018-07-17,22221.0,1579.0,8497.0,5659.0,4060.0,989.0,8006.0,4546.0,530.0,3459.0,1519.0,419.0,20641.0,20560.0,1580.0,1662.0
54,2018-07-10,22274.0,1711.0,8916.0,4560.0,5316.0,929.0,8922.0,3744.0,552.0,3600.0,1229.0,344.0,20619.0,21030.0,1655.0,1243.0
55,2018-07-03,22594.0,1607.0,9009.0,4303.0,5793.0,1021.0,9855.0,3395.0,541.0,3576.0,1183.0,352.0,21254.0,21292.0,1339.0,1301.0
56,2018-06-26,22465.0,1587.0,9034.0,4537.0,5774.0,868.0,9664.0,3345.0,449.0,3641.0,1392.0,339.0,21084.0,21200.0,1381.0,1265.0
57,2018-06-19,24019.0,1479.0,9833.0,3857.0,6843.0,823.0,11733.0,2544.0,943.0,3211.0,1370.0,387.0,22432.0,22743.0,1586.0,1276.0
58,2018-06-12,25037.0,1497.0,10192.0,3477.0,8767.0,859.0,13000.0,1923.0,301.0,3743.0,1374.0,353.0,23231.0,23768.0,1806.0,1268.0
59,2018-06-05,22417.0,1554.0,9780.0,3989.0,7735.0,760.0,10561.0,1277.0,194.0,3579.0,1260.0,293.0,20929.0,21300.0,1488.0,1118.0
60,2018-05-29,22207.0,1674.0,9663.0,4336.0,6894.0,1028.0,9841.0,1633.0,283.0,3178.0,1355.0,352.0,20693.0,21208.0,1513.0,999.0
61,2018-05-22,23634.0,1936.0,9766.0,3674.0,7393.0,1341.0,10529.0,1715.0,479.0,3278.0,1292.0,639.0,21877.0,22624.0,1757.0,1009.0
62,2018-05-15,24670.0,2075.0,9563.0,3937.0,7592.0,1473.0,10414.0,1670.0,908.0,3362.0,1357.0,928.0,23098.0,23491.0,1572.0,1179.0
63,2018-05-08,23241.0,2010.0,9405.0,3639.0,6996.0,1133.0,9490.0,1303.0,1065.0,3397.0,1220.0,829.0,21564.0,21951.0,1677.0,1290.0
64,2018-05-01,23886.0,1848.0,9537.0,3630.0,6960.0,1148.0,10531.0,1544.0,1178.0,3265.0,1457.0,823.0,22423.0,22648.0,1463.0,1239.0
65,2018-04-24,24507.0,1945.0,9801.0,3252.0,7038.0,1209.0,11044.0,1353.0,1343.0,3418.0,1931.0,777.0,22989.0,23453.0,1518.0,1054.0
66,2018-04-17,24551.0,2082.0,9676.0,3275.0,6768.0,1331.0,10722.0,1935.0,625.0,3917.0,1788.0,1116.0,23067.0,23237.0,1484.0,1314.0
67,2018-04-10,23695.0,2530.0,9817.0,4360.0,5393.0,945.0,10535.0,3130.0,290.0,2808.0,2078.0,845.0,22313.0,22497.0,1383.0,1198.0
68,2018-04-03,24195.0,2186.0,10916.0,3986.0,5582.0,840.0,11625.0,2135.0,437.0,3049.0,2309.0,704.0,22827.0,22924.0,1368.0,1271.0
69,2018-03-27,24734.0,1831.0,12416.0,3806.0,6047.0,834.0,12970.0,1258.0,451.0,2462.0,2081.0,631.0,22984.0,23718.0,1750.0,1016.0
70,2018-03-20,25232.0,1811.0,12636.0,4073.0,6342.0,839.0,13284.0,1192.0,414.0,2268.0,2043.0,724.0,23413.0,24191.0,1819.0,1042.0
71,2018-03-13,25476.0,1693.0,13226.0,4062.0,6496.0,819.0,13769.0,1018.0,278.0,2251.0,1889.0,789.0,23662.0,24516.0,1814.0,961.0
72,2018-03-06,26126.0,1723.0,14179.0,3888.0,6441.0,753.0,15146.0,1030.0,257.0,2096.0,1914.0,558.0,24421.0,25131.0,1705.0,995.0
73,2018-02-27,28352.0,1492.0,14984.0,3551.0,7824.0,768.0,17513.0,930.0,433.0,2420.0,2055.0,473.0,26650.0,27466.0,1703.0,886.0
74,2018-02-20,30015.0,1430.0,15311.0,3570.0,7498.0,1335.0,16676.0,911.0,1602.0,2846.0,1683.0,755.0,28214.0,29094.0,1801.0,921.0
75,2018-02-13,29576.0,1628.0,15363.0,3580.0,6582.0,1165.0,16769.0,1054.0,1641.0,2206.0,1950.0,753.0,27741.0,28507.0,1835.0,1069.0
76,2018-02-06,33274.0,1329.0,16790.0,3353.0,8364.0,858.0,21232.0,1050.0,1932.0,2052.0,2478.0,600.0,31356.0,32072.0,1918.0,1203.0
77,2018-01-30,37901.0,1282.0,18527.0,2831.0,10142.0,1471.0,24992.0,1066.0,2009.0,2798.0,2823.0,562.0,35945.0,36600.0,1956.0,1300.0
78,2018-01-23,39464.0,1326.0,18877.0,2424.0,11307.0,1593.0,26951.0,1097.0,1745.0,2870.0,2976.0,484.0,37393.0,38080.0,2070.0,1384.0
79,2018-01-16,40651.0,1312.0,19193.0,2213.0,11876.0,1692.0,28258.0,1206.0,1729.0,2758.0,2898.0,624.0,38585.0,39217.0,2066.0,1433.0
80,2018-01-09,41100.0,1247.0,19049.0,1941.0,12345.0,1712.0,28797.0,1326.0,1729.0,3074.0,2937.0,543.0,39043.0,39641.0,2057.0,1459.0
81,2018-01-02,39524.0,1223.0,18403.0,1871.0,12173.0,1122.0,28460.0,1332.0,1594.0,2806.0,2811.0,500.0,37575.0,37936.0,1949.0,1588.0
82,2017-12-26,37511.0,1050.0,17589.0,1767.0,11571.0,998.0,27204.0,1389.0,1234.0,2754.0,2932.0,443.0,35448.0,36155.0,2063.0,1356.0
83,2017-12-19,36656.0,1064.0,16860.0,1641.0,11119.0,1326.0,26627.0,1504.0,1123.0,2370.0,2976.0,405.0,34555.0,35312.0,2101.0,1344.0
84,2017-12-12,35328.0,908.0,16390.0,1702.0,10702.0,1284.0,25930.0,1336.0,1041.0,2245.0,2938.0,380.0,33490.0,34072.0,1838.0,1256.0
85,2017-12-05,34612.0,867.0,16899.0,1803.0,9884.0,1108.0,26155.0,1365.0,562.0,1935.0,3034.0,372.0,32802.0,33224.0,1810.0,1388.0
86,2017-11-28,36763.0,1296.0,17149.0,1888.0,11002.0,1262.0,26234.0,1214.0,784.0,2894.0,3277.0,446.0,34805.0,35134.0,1958.0,1629.0
87,2017-11-21,35752.0,1245.0,16116.0,2092.0,10503.0,1396.0,24528.0,1110.0,1599.0,2454.0,3233.0,440.0,33754.0,34398.0,1998.0,1354.0
88,2017-11-14,38473.0,1418.0,15942.0,2072.0,10676.0,2453.0,24683.0,1183.0,2630.0,2422.0,3428.0,769.0,36447.0,37080.0,2026.0,1393.0
89,2017-11-07,38324.0,1238.0,15934.0,1905.0,10603.0,2517.0,24894.0,1141.0,2690.0,2428.0,3421.0,525.0,36197.0,36832.0,2126.0,1492.0
90,2017-10-31,36581.0,892.0,15075.0,2045.0,10124.0,1936.0,24087.0,1250.0,2419.0,2235.0,3546.0,848.0,34462.0,35198.0,2119.0,1383.0
91,2017-10-24,35340.0,768.0,15123.0,2421.0,10382.0,1547.0,24055.0,1159.0,2015.0,2084.0,3345.0,470.0,33362.0,34042.0,1978.0,1298.0
92,2017-10-17,37570.0,1696.0,15914.0,1860.0,10959.0,1780.0,25057.0,1197.0,2054.0,2468.0,3620.0,579.0,35495.0,36104.0,2076.0,1466.0
93,2017-10-10,32658.0,1426.0,15626.0,2142.0,9254.0,1242.0,22781.0,905.0,747.0,2015.0,3213.0,498.0,30851.0,31486.0,1807.0,1172.0
94,2017-10-03,31750.0,1261.0,15757.0,2273.0,8751.0,1047.0,22356.0,864.0,577.0,2155.0,3266.0,296.0,29967.0,30560.0,1783.0,1190.0
95,2017-09-26,31724.0,1240.0,16171.0,2162.0,8565.0,1064.0,22437.0,765.0,556.0,2236.0,3352.0,217.0,29911.0,30690.0,1812.0,1034.0
96,2017-09-19,35200.0,1940.0,16982.0,2319.0,8417.0,1828.0,23159.0,798.0,548.0,2683.0,4434.0,921.0,33399.0,33929.0,1801.0,1271.0
97,2017-09-12,36912.0,1808.0,17670.0,1514.0,8874.0,2206.0,24653.0,930.0,870.0,2817.0,4145.0,1008.0,34876.0,35703.0,2037.0,1210.0
98,2017-09-05,38816.0,2050.0,18531.0,1231.0,9725.0,2202.0,26410.0,1057.0,824.0,2816.0,3964.0,1269.0,36801.0,37572.0,2015.0,1245.0
99,2017-08-29,38082.0,2042.0,18017.0,1395.0,8881.0,1950.0,26460.0,1454.0,662.0,2534.0,4795.0,889.0,35931.0,36648.0,2151.0,1435.0
100,2017-08-22,39313.0,2198.0,17696.0,1197.0,8823.0,2439.0,26620.0,1467.0,1393.0,2478.0,5142.0,737.0,37063.0,37698.0,2250.0,1615.0
101,2017-08-15,37357.0,1831.0,16550.0,1176.0,7984.0,2519.0,25801.0,1607.0,1095.0,2269.0,5568.0,590.0,35282.0,35913.0,2075.0,1444.0
102,2017-08-08,38085.0,2397.0,17029.0,1297.0,8185.0,2116.0,25473.0,1583.0,1264.0,2565.0,5467.0,921.0,36033.0,36565.0,2052.0,1520.0
103,2017-08-01,36791.0,1701.0,16466.0,1350.0,7728.0,1945.0,24820.0,1311.0,1677.0,2471.0,5532.0,605.0,34571.0,35265.0,2220.0,1526.0
104,2017-07-25,34819.0,1677.0,16428.0,2051.0,6963.0,1447.0,23396.0,1370.0,1647.0,2137.0,4902.0,500.0,32855.0,33258.0,1964.0,1562.0
105,2017-07-18,35066.0,1725.0,16699.0,2231.0,6777.0,1333.0,23552.0,1558.0,1353.0,2170.0,5151.0,577.0,32940.0,33447.0,2126.0,1619.0
106,2017-07-11,34346.0,1693.0,16478.0,2536.0,6707.0,1084.0,23277.0,1609.0,1154.0,2075.0,5171.0,495.0,32312.0,32697.0,2034.0,1649.0
107,2017-07-03,35600.0,1692.0,17058.0,2280.0,7285.0,1130.0,25185.0,2235.0,706.0,2000.0,4825.0,426.0,33418.0,33664.0,2182.0,1936.0
108,2017-06-27,36969.0,1927.0,17502.0,2223.0,7641.0,1314.0,26017.0,2141.0,604.0,2140.0,5447.0,388.0,34612.0,35036.0,2357.0,1933.0
109,2017-06-20,38217.0,1875.0,18143.0,2739.0,7674.0,998.0,26778.0,2023.0,764.0,2155.0,5870.0,565.0,35875.0,36037.0,2342.0,2180.0
110,2017-06-13,37271.0,1442.0,17825.0,2683.0,7939.0,980.0,26605.0,2059.0,462.0,2166.0,5455.0,543.0,34879.0,35263.0,2392.0,2008.0
111,2017-06-06,35396.0,1636.0,18010.0,2521.0,7690.0,772.0,25485.0,1926.0,189.0,2020.0,4443.0,417.0,33040.0,33447.0,2356.0,1949.0
112,2017-05-30,30409.0,1879.0,16590.0,2505.0,6227.0,634.0,20939.0,2232.0,255.0,1930.0,2735.0,357.0,28498.0,29029.0,1911.0,1380.0
113,2017-05-23,33963.0,2440.0,17323.0,3002.0,6189.0,1121.0,20910.0,2186.0,2065.0,1837.0,3055.0,648.0,32024.0,32589.0,1939.0,1374.0
114,2017-05-16,38595.0,2417.0,18602.0,3071.0,7105.0,1370.0,24028.0,2157.0,2994.0,1839.0,3813.0,792.0,36510.0,36832.0,2086.0,1763.0
115,2017-05-09,38680.0,2219.0,19139.0,2918.0,6862.0,1216.0,24515.0,1608.0,3125.0,1850.0,4217.0,721.0,36564.0,36888.0,2116.0,1792.0
116,2017-05-02,37997.0,1541.0,18398.0,2358.0,7358.0,1291.0,25191.0,1621.0,2210.0,2121.0,4326.0,1001.0,35713.0,36205.0,2284.0,1792.0
117,2017-04-25,35169.0,1585.0,17511.0,2382.0,6656.0,1177.0,23387.0,1690.0,2195.0,1619.0,3490.0,864.0,33209.0,33582.0,1960.0,1587.0
118,2017-04-18,35024.0,1677.0,17752.0,2991.0,6111.0,903.0,23129.0,1805.0,2029.0,1559.0,4153.0,764.0,33053.0,33517.0,1971.0,1507.0
119,2017-04-11,35726.0,1643.0,18439.0,2286.0,6771.0,1063.0,25277.0,1871.0,723.0,1764.0,4528.0,733.0,33489.0,34128.0,2237.0,1597.0
120,2017-04-04,34906.0,1597.0,18356.0,2090.0,7116.0,955.0,24574.0,1616.0,475.0,2162.0,4172.0,685.0,32538.0,33375.0,2368.0,1531.0
121,2017-03-28,33290.0,1590.0,18314.0,1999.0,6486.0,900.0,23613.0,1671.0,376.0,2139.0,3617.0,454.0,31070.0,31817.0,2220.0,1473.0
122,2017-03-21,30241.0,1652.0,16712.0,2345.0,6096.0,775.0,20883.0,1850.0,247.0,1959.0,2810.0,385.0,28245.0,28875.0,1996.0,1366.0
123,2017-03-14,28589.0,1730.0,15650.0,2608.0,5739.0,748.0,19189.0,2058.0,413.0,1744.0,2281.0,365.0,26798.0,27253.0,1791.0,1336.0
124,2017-03-07,28670.0,1819.0,16122.0,2166.0,5505.0,739.0,19571.0,2043.0,348.0,1806.0,2320.0,301.0,26751.0,27379.0,1918.0,1291.0
125,2017-02-28,28362.0,1826.0,16264.0,2620.0,5709.0,801.0,18776.0,1712.0,339.0,1624.0,2190.0,262.0,26248.0,27277.0,2115.0,1085.0
126,2017-02-21,31043.0,1903.0,16584.0,3097.0,5992.0,1169.0,18583.0,1646.0,1702.0,1753.0,2016.0,699.0,28905.0,29808.0,2138.0,1236.0
127,2017-02-14,31425.0,2065.0,16464.0,2858.0,6088.0,1470.0,18516.0,1711.0,1519.0,1979.0,2053.0,731.0,29139.0,30036.0,2286.0,1389.0
128,2017-02-07,30490.0,2034.0,16398.0,3041.0,5617.0,1152.0,18008.0,2266.0,1262.0,1832.0,1641.0,1040.0,28369.0,29375.0,2121.0,1115.0
129,2017-01-31,29797.0,1745.0,16359.0,3497.0,5632.0,1025.0,17615.0,1983.0,1325.0,1849.0,1720.0,771.0,27828.0,28815.0,1970.0,982.0
130,2017-01-24,31969.0,1825.0,16366.0,2634.0,6526.0,1292.0,19800.0,2288.0,1087.0,2462.0,2582.0,588.0,29688.0,30730.0,2281.0,1238.0
131,2017-01-17,29436.0,1823.0,15758.0,2816.0,6245.0,986.0,17006.0,2468.0,233.0,4095.0,2273.0,400.0,27360.0,28364.0,2076.0,1072.0
132,2017-01-10,27930.0,1698.0,15584.0,2223.0,5619.0,1262.0,15757.0,1562.0,344.0,4207.0,2144.0,360.0,25850.0,26875.0,2080.0,1055.0
133,2017-01-03,25375.0,1616.0,14593.0,2550.0,5075.0,795.0,14148.0,1561.0,322.0,3883.0,1992.0,151.0,23465.0,24490.0,1910.0,886.0
134,2016-12-27,25391.0,1540.0,14626.0,2453.0,4606.0,1075.0,14325.0,1583.0,227.0,3896.0,2179.0,160.0,23676.0,24455.0,1716.0,936.0
135,2016-12-20,26739.0,1733.0,15207.0,2065.0,4648.0,1319.0,15688.0,1573.0,260.0,3811.0,2472.0,176.0,25052.0,25655.0,1687.0,1084.0
136,2016-12-13,28274.0,1473.0,14620.0,1529.0,4658.0,1415.0,17056.0,1915.0,365.0,3994.0,3895.0,247.0,26080.0,27115.0,2194.0,1159.0
137,2016-12-06,28429.0,1899.0,14535.0,1527.0,5452.0,988.0,17039.0,1795.0,352.0,4332.0,3981.0,69.0,26206.0,27172.0,2223.0,1257.0
138,2016-11-29,26693.0,1823.0,14657.0,2159.0,4379.0,920.0,15182.0,1386.0,231.0,4299.0,3759.0,52.0,24666.0,25384.0,2027.0,1310.0
139,2016-11-22,27967.0,2049.0,13753.0,2208.0,3655.0,2155.0,13576.0,1164.0,1900.0,3709.0,3817.0,115.0,25713.0,26559.0,2253.0,1408.0
140,2016-11-15,23827.0,2423.0,12022.0,2581.0,2985.0,2116.0,11508.0,2213.0,462.0,2561.0,2671.0,261.0,21911.0,22729.0,1916.0,1098.0
141,2016-11-08,22866.0,2818.0,10606.0,3124.0,2520.0,1309.0,10537.0,3765.0,196.0,2606.0,2838.0,376.0,20967.0,21611.0,1899.0,1255.0
142,2016-11-01,23657.0,2430.0,10316.0,3898.0,1939.0,949.0,10704.0,4754.0,171.0,2806.0,3407.0,573.0,21531.0,22111.0,2126.0,1547.0
143,2016-10-25,22354.0,2184.0,10685.0,2498.0,2591.0,765.0,11238.0,2913.0,116.0,2912.0,3241.0,601.0,20313.0,20912.0,2041.0,1442.0
144,2016-10-18,24099.0,2330.0,11502.0,2008.0,3095.0,857.0,12980.0,2932.0,349.0,2838.0,3350.0,685.0,22048.0,22770.0,2051.0,1329.0
145,2016-10-11,26133.0,2012.0,12154.0,1465.0,4263.0,602.0,16283.0,3148.0,345.0,2892.0,3589.0,588.0,24187.0,24688.0,1946.0,1444.0
146,2016-10-04,28805.0,2560.0,13157.0,1301.0,5683.0,672.0,17405.0,3435.0,299.0,3528.0,3635.0,618.0,26384.0,27500.0,2421.0,1305.0
147,2016-09-27,26810.0,2458.0,12471.0,1041.0,5579.0,638.0,16419.0,2969.0,252.0,3086.0,3132.0,538.0,24432.0,25580.0,2378.0,1230.0
148,2016-09-20,25464.0,2153.0,11668.0,1083.0,5261.0,679.0,15463.0,3031.0,241.0,2970.0,3094.0,503.0,23092.0,24475.0,2371.0,988.0
149,2016-09-13,25292.0,2199.0,11447.0,1438.0,4911.0,587.0,15584.0,2985.0,299.0,2707.0,2753.0,272.0,23085.0,23253.0,2206.0,2039.0
150,2016-09-06,25937.0,2097.0,11876.0,1330.0,5937.0,403.0,16666.0,2234.0,221.0,2805.0,4042.0,249.0,23771.0,24962.0,2166.0,975.0
151,2016-08-30,26148.0,2051.0,11634.0,1407.0,6281.0,458.0,17025.0,2366.0,202.0,2962.0,4001.0,129.0,24234.0,25071.0,1914.0,1077.0
152,2016-08-23,28259.0,2091.0,12468.0,1319.0,7077.0,1123.0,17625.0,1383.0,130.0,2974.0,4353.0,471.0,25732.0,27004.0,2526.0,1255.0
153,2016-08-16,31652.0,2372.0,12532.0,1457.0,8546.0,2374.0,18609.0,1124.0,348.0,3136.0,4538.0,950.0,29245.0,30411.0,2407.0,1241.0
154,2016-08-09,32768.0,2823.0,12626.0,1566.0,8960.0,1938.0,19710.0,1296.0,416.0,3133.0,5100.0,990.0,30576.0,31326.0,2193.0,1442.0
155,2016-08-02,32113.0,2703.0,12034.0,1157.0,8872.0,1741.0,19132.0,1193.0,432.0,3374.0,5338.0,1259.0,29798.0,30868.0,2314.0,1244.0
