Date,Settle,Relative Value
2019-07-31,16.405,16.34819585333334
2019-07-30,16.558,16.34819585333334
2019-07-29,16.368,16.34819585333334
2019-07-26,16.325,16.34819585333334
2019-07-25,16.339000000000002,15.476768297619035
2019-07-24,16.554000000000002,15.476768297619035
2019-07-23,16.405,15.476768297619035
2019-07-22,16.34,15.476768297619035
2019-07-19,16.117,15.476768297619035
2019-07-18,16.12,15.195770403333336
2019-07-17,15.892999999999999,15.195770403333336
2019-07-16,15.6,15.195770403333336
2019-07-15,15.29,15.195770403333336
2019-07-12,15.161,15.195770403333336
2019-07-11,15.067,15.263012530000003
2019-07-10,15.147,15.263012530000003
2019-07-09,15.068,15.263012530000003
2019-07-08,14.972000000000001,15.263012530000003
2019-07-05,14.918,15.263012530000003
2019-07-03,15.252,15.514694536666676
2019-07-02,15.154000000000002,15.514694536666676
2019-07-01,15.106,15.514694536666676
2019-06-28,15.253,15.514694536666676
2019-06-27,15.205,15.167546830000012
2019-06-26,15.294,15.167546830000012
2019-06-25,15.3,15.167546830000012
2019-06-24,15.377,15.167546830000012
2019-06-21,15.29,15.167546830000012
2019-06-20,15.492,15.009711723333352
2019-06-19,14.958,15.009711723333352
2019-06-18,14.993,15.009711723333352
2019-06-17,14.829,15.009711723333352
2019-06-14,14.802999999999999,15.009711723333352
2019-06-13,14.892000000000001,14.837359780476197
2019-06-12,14.753,14.837359780476197
2019-06-11,14.74,14.837359780476197
2019-06-10,14.639000000000001,14.837359780476197
2019-06-07,15.030999999999999,14.837359780476197
2019-06-06,14.905,14.598362333333336
2019-06-05,14.790999999999999,14.598362333333336
2019-06-04,14.769,14.598362333333336
2019-06-03,14.74,14.598362333333336
2019-05-31,14.567,14.598362333333336
2019-05-30,14.491,14.55408658031746
2019-05-29,14.372,14.55408658031746
2019-05-28,14.280999999999999,14.55408658031746
2019-05-24,14.52,14.55408658031746
2019-05-23,14.577,14.73523363174603
2019-05-22,14.414000000000001,14.73523363174603
2019-05-21,14.373,14.73523363174603
2019-05-20,14.409,14.73523363174603
2019-05-17,14.347999999999999,14.73523363174603
2019-05-16,14.479000000000001,14.679533538412688
2019-05-15,14.752,14.679533538412688
2019-05-14,14.752,14.679533538412688
2019-05-13,14.713,14.679533538412688
2019-05-10,14.725999999999999,14.679533538412688
2019-05-09,14.707,14.589214887619043
2019-05-08,14.792,14.589214887619043
2019-05-07,14.86,14.589214887619043
2019-05-06,14.857000000000001,14.589214887619043
2019-05-03,14.907,14.589214887619043
2019-05-02,14.54,15.087488886666666
2019-05-01,14.645,15.087488886666666
2019-04-30,14.9,15.087488886666666
2019-04-29,14.844000000000001,15.087488886666666
2019-04-26,15.002,15.087488886666666
2019-04-25,14.860999999999999,15.122282653333333
2019-04-24,14.898,15.122282653333333
2019-04-23,14.773,15.122282653333333
2019-04-22,14.957,15.122282653333333
2019-04-18,14.937000000000001,15.122282653333333
2019-04-17,14.921,15.122282653333333
2019-04-16,14.890999999999998,15.122282653333333
2019-04-15,14.948,15.122282653333333
2019-04-12,14.92,15.122282653333333
2019-04-11,14.824000000000002,14.88344228727273
2019-04-10,15.200999999999999,14.88344228727273
2019-04-09,15.168,14.88344228727273
2019-04-08,15.173,14.88344228727273
2019-04-05,15.043,14.88344228727273
2019-04-04,15.040999999999999,15.30610944761907
2019-04-03,15.059000000000001,15.30610944761907
2019-04-02,15.017999999999999,15.30610944761907
2019-04-01,15.050999999999998,15.30610944761907
2019-03-29,15.06,15.30610944761907
2019-03-28,14.921,14.94527042333334
2019-03-27,15.239,14.94527042333334
2019-03-26,15.370999999999999,14.94527042333334
2019-03-25,15.507,14.94527042333334
2019-03-22,15.345,14.94527042333334
2019-03-21,15.372,15.114933359047633
2019-03-20,15.245,15.114933359047633
2019-03-19,15.300999999999998,15.114933359047633
2019-03-18,15.251,15.114933359047633
2019-03-15,15.253,15.114933359047633
2019-03-14,15.100999999999999,15.321500620000016
2019-03-13,15.380999999999998,15.321500620000016
2019-03-12,15.338,15.321500620000016
2019-03-11,15.197000000000001,15.321500620000016
2019-03-08,15.272,15.321500620000016
2019-03-07,14.96,15.898874139999993
2019-03-06,15.003,15.898874139999993
2019-03-05,15.02,15.898874139999993
2019-03-04,15.017000000000001,15.898874139999993
2019-03-01,15.169,15.898874139999993
2019-02-28,15.538,15.780822458095228
2019-02-27,15.672,15.780822458095228
2019-02-26,15.832,15.780822458095228
2019-02-25,15.83,15.780822458095228
2019-02-22,15.914000000000001,15.780822458095228
2019-02-21,15.800999999999998,15.868515880952378
2019-02-20,16.177,15.868515880952378
2019-02-19,15.967,15.868515880952378
2019-02-15,15.743,15.868515880952378
2019-02-14,15.527999999999999,16.023790699999985
2019-02-13,15.652000000000001,16.023790699999985
2019-02-12,15.69,16.023790699999985
2019-02-11,15.69,16.023790699999985
2019-02-08,15.809000000000001,16.023790699999985
2019-02-07,15.713,15.751892555238102
2019-02-06,15.700999999999999,15.751892555238102
2019-02-05,15.835999999999999,15.751892555238102
2019-02-04,15.886,15.751892555238102
2019-02-01,15.931,15.751892555238102
2019-01-31,16.072,15.432393175714296
2019-01-30,15.927,15.432393175714296
2019-01-29,15.786,15.432393175714296
2019-01-28,15.709000000000001,15.432393175714296
2019-01-25,15.639000000000001,15.432393175714296
2019-01-24,15.238,15.648236200000001
2019-01-23,15.317,15.648236200000001
2019-01-22,15.259,15.648236200000001
2019-01-18,15.33,15.648236200000001
2019-01-17,15.467,15.586026873939392
2019-01-16,15.564,15.586026873939392
2019-01-15,15.546,15.586026873939392
