Business_Week,Platinum_Change,Platinum_Settle,Platinum_Volume,Platinum_Prev. Day Open Interest,Date,Open Interest,Money Manager Shorts,Money Manager Longs,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Ten_Yr_Futures_Change,Ten_Yr_Futures_Settle,Ten_Yr_Futures_Volume,Ten_Yr_Futures_Prev. Day Open Interest,USD_Change,USD_Settle,USD_Volume,USD_Wave,USD_Prev. Day Open Interest,ZAR_Change,ZAR_Settle,ZAR_Volume,ZAR_Wave,ZAR_Prev. Day Open Interest
"[2010-05-12, 2010-05-18]",0.0,1709.1599999999999,0.0,33701.6,2010-05-18,35902.0,926.0,19486.0,445.0,15768.0,0.0,119.440625,1221802.6,1837075.4,2.702,86.04639999999999,29265.8,,41156.4,0.17250000000000001,7.602549999999999,,,4404.6
"[2010-05-19, 2010-05-25]",0.0,1523.8200000000002,0.0,32707.6,2010-05-25,30459.0,1332.0,14482.0,1645.0,11425.0,0.0,121.071875,1883777.6,1884214.0,-0.42700000000000016,86.20160000000001,38651.2,,38774.0,0.217,7.9021,,,4284.8
"[2010-05-26, 2010-06-01]",0.0,1545.0000000000002,3622.0,48448.0,2010-06-01,30507.0,1745.0,14799.0,645.0,11501.0,0.0,120.703125,1246535.5,1946718.5,-0.1630000000000001,86.70060000000001,22324.0,,37994.0,-0.22999999999999998,7.681750000000001,,,4743.6
"[2010-06-02, 2010-06-08]",0.0,1532.9399999999998,4289.8,28538.0,2010-06-08,29915.0,1253.0,14491.0,663.0,12130.0,0.0,121.115625,85164.2,1827406.4,1.7479999999999998,87.8684,25468.6,,45624.0,0.057999999999999996,7.7593000000000005,102.0,,4782.4
"[2010-06-09, 2010-06-15]",0.0,1549.32,4753.6,25513.0,2010-06-15,30879.0,1149.0,14662.0,829.0,13356.0,0.0,121.065625,30583.4,1774712.8,-1.9689999999999999,87.12519999999999,15960.2,,38507.8,-0.12,7.70625,,,3491.75
"[2010-06-16, 2010-06-22]",0.0,1581.96,4459.2,26082.0,2010-06-22,30889.0,1025.0,15211.0,1049.0,13876.0,0.0,121.153125,205883.8,1714793.4,0.02200000000000002,86.2218,12736.4,,25355.4,-0.022000000000000002,7.673100000000001,,,2523.4
"[2010-06-23, 2010-06-29]",0.0,1562.52,4709.8,24466.4,2010-06-29,29665.0,1429.0,14567.0,753.0,13086.0,0.0,121.76875,1142645.0,1699967.6,-0.06800000000000006,85.9812,19329.0,,30726.8,0.07175,7.699,,,4467.2
"[2010-06-30, 2010-07-06]",0.0,1511.8000000000002,115.75,27372.0,2010-07-06,28224.0,1457.0,13758.0,640.0,11953.0,0.0,122.55078125,1141688.5,1702484.75,-2.0340000000000003,85.0206,19020.0,,29051.0,-0.0005000000000000148,7.81705,,,3495.6
"[2010-07-07, 2010-07-13]",0.0,1521.1600000000003,11.2,27565.4,2010-07-13,28112.0,1404.0,13847.0,406.0,11502.0,0.0,122.05625,911735.8,1727605.8,-0.485,84.0908,18288.4,,26722.6,-0.13799999999999998,7.6733,,,2452.8
"[2010-07-14, 2010-07-20]",0.0,1515.76,8.2,27152.8,2010-07-20,27747.0,1443.0,14217.0,269.0,11226.0,0.0,122.896875,1130663.2,1846316.4,-0.892,82.9266,20033.6,,25337.2,0.011999999999999997,7.6633,,,2775.4
"[2010-07-21, 2010-07-27]",0.0,1535.2199999999998,1.4,26813.4,2010-07-27,29071.0,1267.0,15524.0,242.0,12385.0,0.0,122.88125,1012556.0,1835323.0,-0.6010000000000001,82.7148,19384.0,,23862.8,-0.24475,7.4845500000000005,,,3466.4
"[2010-07-28, 2010-08-03]",0.0,1573.8,3192.4,46026.6,2010-08-03,31737.0,1073.0,17518.0,294.0,13809.0,0.0,123.434375,1054549.4,1865234.0,-1.6440000000000001,81.4916,15592.4,,22767.2,-0.057499999999999996,7.36465,,,4583.4
"[2010-08-04, 2010-08-10]",0.0,1561.8799999999999,3352.2,31456.2,2010-08-10,31332.0,1031.0,17530.0,635.0,13258.0,0.0,124.31875,1024043.2,1928927.8,0.24,80.8262,19303.0,,23677.4,-0.09200000000000001,7.2726,,,5687.0
"[2010-08-11, 2010-08-17]",0.0,1532.4599999999998,2768.6,30685.6,2010-08-17,31115.0,1128.0,17231.0,577.0,13381.0,0.0,125.68125,1084802.6,2005313.8,1.4,82.6384,17838.8,,31324.2,0.0585,7.326099999999999,,,7851.0
"[2010-08-18, 2010-08-24]",0.0,1520.8400000000001,3589.0,30577.2,2010-08-24,30285.0,1682.0,16547.0,563.0,12647.0,0.0,125.83125,1165562.6,2022915.6,0.882,82.8888,22350.2,,34115.8,0.08950000000000001,7.3483,,,10284.4
"[2010-08-25, 2010-08-31]",0.0,1532.1799999999998,2813.2,30165.2,2010-08-31,31035.0,2173.0,16254.0,512.0,13040.0,0.0,125.984375,1493196.0,1988181.2,0.04800000000000004,83.1524,22765.8,,26780.8,0.020999999999999994,7.36315,,,15662.2
"[2010-09-01, 2010-09-07]",0.0,1551.1499999999999,4369.75,30167.75,2010-09-07,32664.0,1916.0,17207.0,477.0,14366.0,0.0,125.515625,110414.75,1795284.25,-0.41,82.4176,19486.0,,29793.8,-0.12250000000000001,7.256450000000001,2759.6666666666665,,15837.8
"[2010-09-08, 2010-09-14]",0.0,1560.46,6379.0,28579.0,2010-09-14,34650.0,1570.0,19157.0,241.0,15432.0,0.0,124.978125,23540.4,1692697.0,-0.752,82.43100000000001,11176.2,,24411.0,-0.14325,7.196375,,,6651.25
"[2010-09-15, 2010-09-21]",0.0,1616.7000000000003,6827.2,32490.8,2010-09-21,37950.0,1285.0,22086.0,89.0,17254.0,0.0,125.34375,12658.8,1653786.6,-1.078,81.49780000000001,14363.4,,21944.2,-0.006249999999999992,7.2214,,,9403.2
"[2010-09-22, 2010-09-28]",0.0,1636.8799999999999,6940.8,29097.2,2010-09-28,38651.0,1162.0,21962.0,443.0,18305.0,0.0,125.75,1172959.6,1629976.4,-1.461,79.7352,23227.8,,30974.0,-0.12325000000000001,7.099349999999999,,,9161.2
"[2010-09-29, 2010-10-05]",0.0,1668.1,606.4,34777.0,2010-10-05,38559.0,1157.0,22372.0,183.0,18259.0,0.0,126.278125,1175641.8,1695906.6,-1.2449999999999999,78.55619999999999,22679.6,,33332.2,-0.07825,7.03345,,,8373.6
"[2010-10-06, 2010-10-12]",0.0,1695.2199999999998,7.8,37687.0,2010-10-12,39435.0,1216.0,23088.0,110.0,18161.0,0.0,127.2125,946420.6,1670623.8,-0.379,77.6154,24481.0,,34094.2,-0.04475,6.93045,,,7721.4
"[2010-10-13, 2010-10-19]",0.0,1693.6799999999998,5.8,38248.8,2010-10-19,39143.0,1171.0,23778.0,118.0,17510.0,0.0,126.809375,1230600.0,1648352.4,0.833,77.3988,28528.8,,36853.8,0.11825000000000001,6.9213499999999994,,,7380.8
"[2010-10-20, 2010-10-26]",0.0,1683.7599999999998,9.8,37739.8,2010-10-26,38887.0,233.0,24346.0,140.0,17017.0,0.0,126.45,1026584.2,1529265.2,-0.5110000000000001,77.58919999999999,23207.2,,38483.4,-0.03699999999999999,6.99515,,,7460.0
"[2010-10-27, 2010-11-02]",0.0,1701.1599999999999,3465.4,66611.0,2010-11-02,39384.0,298.0,24875.0,134.0,17337.0,0.0,126.040625,1087897.8,1546386.6,-1.018,77.542,23392.0,,40817.0,-0.06799999999999999,7.037850000000001,,,7271.4
"[2010-11-03, 2010-11-09]",0.0,1760.5400000000002,8408.2,76372.8,2010-11-09,42471.0,457.0,25615.0,303.0,18374.0,0.0,127.128125,1290434.2,1571509.8,0.6920000000000002,76.8124,30053.4,,38928.8,-0.04375,6.87415,,,7216.0
"[2010-11-10, 2010-11-16]",0.0,1699.9600000000003,8930.0,74947.6,2010-11-16,35792.0,1206.0,21136.0,369.0,15213.0,0.0,125.840625,1413927.4,1557144.4,1.749,78.4726,32232.2,,36691.0,0.1925,6.9902,,,7499.6
"[2010-11-17, 2010-11-23]",0.0,1657.8199999999997,6535.0,65993.6,2010-11-23,34595.0,961.0,20442.0,279.0,14529.0,0.0,124.875,1176932.4,1507076.8,0.42900000000000005,79.01259999999999,23057.6,,33868.8,0.05675000000000001,7.04735,,,7361.2
"[2010-11-24, 2010-11-30]",0.0,1653.65,5091.75,62756.0,2010-11-30,35020.0,1173.0,20294.0,258.0,14404.0,0.0,124.69921875,1113816.5,1456673.75,1.5090000000000001,80.44800000000001,20598.4,,33839.0,-0.029,7.1206000000000005,,,9258.2
"[2010-12-01, 2010-12-07]",0.0,1708.8799999999999,7722.8,59403.2,2010-12-07,37745.0,681.0,21634.0,311.0,16417.0,0.0,123.571875,116519.6,1326555.2,-1.407,79.99359999999999,29287.6,,41303.0,-0.18975,6.921950000000001,2345.0,,15334.8
"[2010-12-08, 2010-12-14]",0.0,1689.36,6210.0,54054.4,2010-12-14,37710.0,714.0,21019.0,617.0,16542.0,0.0,121.40625,18465.2,1323710.6,-0.22399999999999998,79.8878,14919.8,,30754.8,-0.08325,6.881625,57.0,,6827.25
"[2010-12-15, 2010-12-21]",0.0,1706.8200000000002,6960.0,39716.6,2010-12-21,38171.0,639.0,22290.0,419.0,16767.0,0.0,120.8625,5827.8,1362615.2,0.487,80.59639999999999,13452.6,,20552.2,-0.016250000000000004,6.93515,,,10287.8
"[2010-12-22, 2010-12-28]",0.0,1735.2999999999997,4127.25,19566.0,2010-12-28,39717.0,639.0,23432.0,467.0,18112.0,0.0,119.640625,426565.5,1333429.75,-0.246,80.8135,9382.0,,26646.5,-0.166,6.823625,,,10453.25
"[2010-12-29, 2011-01-04]",0.0,1759.2,1080.6,4849.2,2011-01-04,40292.0,757.0,24154.0,648.0,18711.0,0.0,120.23125,567904.4,1335551.6,-0.9709999999999999,79.65419999999999,13432.8,,26351.4,0.0032499999999999977,6.706449999999999,,,10154.8
"[2011-01-05, 2011-01-11]",0.0,1741.7399999999998,28.2,794.8,2011-01-11,39733.0,682.0,24126.0,584.0,18235.0,0.0,120.228125,1127265.8,1370740.4,1.4360000000000002,81.05,24769.6,,32674.0,0.20575000000000002,6.87975,,,8991.4
"[2011-01-12, 2011-01-18]",0.0,1813.35,36.25,710.0,2011-01-18,42622.0,568.0,27414.0,559.0,18947.0,0.0,120.78125,1131551.5,1337498.25,-1.975,79.5384,25903.4,,31540.6,0.002950000000000008,6.9294899999999995,,,6694.4
"[2011-01-19, 2011-01-25]",0.0,1812.92,24.8,659.0,2011-01-25,42764.0,470.0,26108.0,779.0,19126.0,0.0,120.384375,1090717.0,1355589.6,-1.015,78.5006,22522.2,,36467.6,0.1598,7.09101,,,3991.0
"[2011-01-26, 2011-02-01]",0.0,1804.5199999999998,10.2,202.8,2011-02-01,43466.0,371.0,27049.0,546.0,19119.0,0.0,120.634375,1181867.8,1377784.8,-0.9520000000000001,77.8454,22956.8,,39450.4,0.06250000000000001,7.17883,,,2636.4
"[2011-02-02, 2011-02-08]",0.0,1841.52,3.8,40665.2,2011-02-08,45015.0,420.0,27956.0,421.0,20196.0,0.0,118.9,1241877.0,1462405.8,0.9009999999999999,77.90360000000001,20653.0,,42329.2,0.045500000000000006,7.26473,,,2701.8
"[2011-02-09, 2011-02-15]",0.0,1830.1399999999999,1.0,41283.0,2011-02-15,42674.0,680.0,26383.0,466.0,18646.0,0.0,118.49375,1191304.8,1546925.6,0.5660000000000001,78.398,19579.8,,42978.8,0.13829999999999998,7.31756,,,2756.0
"[2011-02-16, 2011-02-22]",0.0,1826.7250000000001,4.75,39169.25,2011-02-22,42636.0,951.0,25990.0,554.0,18377.0,0.0,119.19140625,1361173.0,1576117.25,-0.837,77.926,20591.8,,39732.2,-0.18155,7.20235,,,2879.6
"[2011-02-23, 2011-03-01]",0.0,1805.5400000000002,1.8,38401.0,2011-03-01,43129.0,764.0,26518.0,793.0,18385.0,0.0,120.1625,1095531.6,1536470.0,-0.74,77.1688,19652.8,,44962.4,-0.18149999999999997,7.053999999999999,,,3990.2
"[2011-03-02, 2011-03-08]",0.0,1830.6399999999999,0.0,36387.0,2011-03-08,40895.0,807.0,25951.0,894.0,17450.0,0.0,119.81875,59201.6,1513026.6,-0.2829999999999999,76.58279999999999,29172.8,,70132.2,-0.10375,6.90155,1.0,,8223.8
"[2011-03-09, 2011-03-15]",0.0,1761.4399999999998,0.0,30595.6,2011-03-15,36292.0,1615.0,21440.0,2017.0,13747.0,0.0,121.078125,15770.6,1588495.2,-0.338,76.73740000000001,17297.0,,55827.6,0.0010000000000000044,6.89375,2.6666666666666665,,3150.75
"[2011-03-16, 2011-03-22]",0.0,1723.02,0.0,22901.0,2011-03-22,33551.0,1532.0,19386.0,1473.0,14713.0,0.0,121.8625,8364.8,1596604.4,-1.313,76.0202,19323.8,,42854.0,-0.07199999999999998,7.103350000000001,1.0,,5166.0
"[2011-03-23, 2011-03-29]",0.0,1750.8,0.0,14420.0,2011-03-29,33411.0,1096.0,19369.0,1065.0,15858.0,0.0,119.3,1037361.2,1575726.8,0.829,76.2594,24724.8,,52849.8,-0.05985,6.95466,,,5066.0
"[2011-03-30, 2011-04-05]",0.0,1781.1600000000003,787.8,3253.8,2011-04-05,35918.0,900.0,20941.0,594.0,16765.0,0.0,119.021875,1107582.2,1584114.8,-0.39099999999999996,76.15639999999999,23009.6,,52521.2,-0.13615,6.818479999999999,,,7110.4
"[2011-04-06, 2011-04-12]",0.0,1795.7599999999998,6.8,122.8,2011-04-12,37739.0,836.0,21721.0,442.0,17475.0,0.0,118.553125,1070961.0,1668650.6,-1.0459999999999998,75.4374,21826.0,,50786.2,0.008000000000000007,6.75183,,,8586.8
"[2011-04-13, 2011-04-19]",0.0,1789.3,5.4,111.2,2011-04-19,37348.0,802.0,21168.0,486.0,16596.0,0.0,119.76875,1208487.4,1631376.0,0.18400000000000005,75.217,25310.2,,49812.8,0.06924999999999999,6.88017,,,7064.4
"[2011-04-20, 2011-04-26]",0.0,1824.375,4.25,77.5,2011-04-26,39399.0,752.0,22395.0,273.0,17033.0,0.0,120.22265625,695596.75,1646731.25,-1.225,74.23825000000001,21124.0,,50282.25,-0.1735,6.778875,,,4444.75
"[2011-04-27, 2011-05-03]",0.0,1852.42,0.8,16.6,2011-05-03,43254.0,848.0,25227.0,181.0,18534.0,0.0,121.0375,885709.2,1667175.6,-0.71,73.3126,24697.8,,50886.2,-0.04250000000000001,6.650499999999999,,,4562.8
"[2011-05-04, 2011-05-10]",0.0,1798.1799999999998,0.0,37556.2,2011-05-10,38704.0,825.0,21898.0,340.0,16445.0,0.0,122.109375,1221281.2,1723486.6,1.4669999999999999,74.47,49550.2,,55622.8,0.10625,6.75955,,,5172.6
"[2011-05-11, 2011-05-17]",0.0,1769.6200000000001,0.0,34532.6,2011-05-17,37962.0,1030.0,20488.0,606.0,15734.0,0.0,122.55625,1234767.0,1842300.6,0.763,75.6136,43216.2,,55815.0,0.21025,6.984599999999999,,,4656.8
"[2011-05-18, 2011-05-24]",0.0,1770.3400000000001,0.4,33019.2,2011-05-24,37970.0,1838.0,20173.0,716.0,15917.0,0.0,122.80625,1326316.8,1926808.0,0.478,75.749,36013.8,,58660.4,0.005749999999999998,6.967949999999999,,,3829.2
"[2011-05-25, 2011-05-31]",0.0,1797.9750000000001,2770.5,48611.5,2011-05-31,39078.0,1392.0,21053.0,511.0,17294.0,0.0,123.6953125,1329356.75,1998235.75,-1.327,75.28119999999998,23776.2,,59262.4,-0.17425000000000002,6.9521500000000005,,,3937.4
"[2011-06-01, 2011-06-07]",0.0,1823.4600000000003,5453.2,40140.2,2011-06-07,40487.0,844.0,21529.0,828.0,19562.0,0.0,124.653125,112283.4,1830266.6,-1.1680000000000001,74.088,32780.8,,74879.0,-0.11425,6.75745,403.0,,6476.2
"[2011-06-08, 2011-06-14]",0.0,1822.1200000000001,6126.4,33481.4,2011-06-14,41128.0,804.0,21609.0,662.0,20402.0,0.0,124.684375,23990.4,1824477.8,1.068,74.426,19970.4,,65623.4,0.08,6.765687499999999,3.0,,5139.5
"[2011-06-15, 2011-06-21]",0.0,1752.9399999999998,8364.2,31192.6,2011-06-21,39408.0,2203.0,19325.0,1115.0,17831.0,0.0,125.325,23146.8,1854709.8,-1.141,75.3424,24075.8,,39298.6,-0.04125000000000001,6.8842,,,5524.4
"[2011-06-22, 2011-06-28]",0.0,1697.8399999999997,8747.4,26807.6,2011-06-28,34170.0,2510.0,16912.0,966.0,15201.0,0.0,124.09375,1378842.2,1849163.8,0.5589999999999999,75.72399999999999,32589.2,,48403.8,0.13425,6.930400000000001,,,7805.0
"[2011-06-29, 2011-07-05]",0.0,1727.0,944.0,27998.0,2011-07-05,35268.0,2439.0,17717.0,1006.0,15386.0,0.0,122.453125,1438468.0,1774438.25,-0.5050000000000001,74.7876,21380.0,,47366.8,-0.11050000000000001,6.8297,1.0,,7873.8
"[2011-07-06, 2011-07-12]",0.0,1733.2400000000002,11.8,30502.0,2011-07-12,35559.0,2230.0,17449.0,1111.0,15315.0,0.0,123.66875,1517681.0,1780590.6,1.249,75.7638,31668.2,,46765.0,0.10949999999999997,6.8352,,,10402.2
"[2011-07-13, 2011-07-19]",0.0,1769.2,9.4,30141.0,2011-07-19,37335.0,1264.0,17968.0,1176.0,16853.0,0.0,124.7875,1241578.2,1879612.8,-0.7210000000000001,75.58700000000002,31210.2,,47794.0,0.06474999999999999,6.9605999999999995,,,8936.0
"[2011-07-20, 2011-07-26]",0.0,1791.6,4.0,30556.2,2011-07-26,39677.0,857.0,19594.0,1083.0,18149.0,0.0,124.315625,1168161.4,1887998.8,-1.884,74.32399999999998,27779.4,,50906.6,-0.273,6.8289,1.0,,4421.2
"[2011-07-27, 2011-08-02]",0.0,1794.5399999999997,4347.2,52859.4,2011-08-02,40534.0,474.0,20078.0,1209.0,19010.0,0.0,125.503125,1359006.8,1862882.2,1.037,74.3644,29387.8,,60579.8,0.11500000000000002,6.777550000000001,,,7277.8
"[2011-08-03, 2011-08-09]",0.0,1742.7,11168.2,34431.0,2011-08-09,41319.0,1281.0,18870.0,2269.0,18152.0,0.0,128.1,2083111.0,1884826.8,0.05800000000000011,74.8046,39685.4,,58333.4,0.48924999999999996,7.0482,,,7978.6
"[2011-08-10, 2011-08-16]",0.0,1795.22,7980.4,35155.4,2011-08-16,42155.0,812.0,21358.0,1169.0,20002.0,0.0,129.759375,1430080.2,1918554.6,-0.631,74.4688,26414.2,,54654.6,-0.1365,7.2194,,,3177.4
"[2011-08-17, 2011-08-23]",0.0,1869.8400000000001,8175.4,37753.8,2011-08-23,48000.0,767.0,23378.0,1113.0,22479.0,0.0,130.571875,1195151.8,1955374.0,-0.13199999999999995,74.0616,21827.0,,55914.2,0.026499999999999996,7.2151499999999995,2.0,,3105.2
"[2011-08-24, 2011-08-30]",0.0,1830.7399999999998,6001.6,38603.4,2011-08-30,45857.0,662.0,21854.0,1125.0,22547.0,0.0,129.990625,1587328.6,2029017.6,0.03500000000000003,74.01820000000001,22346.6,,57372.0,-0.1155,7.182550000000001,,,3338.8
"[2011-08-31, 2011-09-06]",0.0,1863.0249999999999,7471.5,37977.5,2011-09-06,48961.0,863.0,23403.0,1091.0,24119.0,0.0,130.7890625,265393.25,1845427.25,2.061,74.96979999999999,25467.6,,54068.6,0.1135,7.1018,1.0,,3451.4
"[2011-09-07, 2011-09-13]",0.0,1828.8,8153.8,38289.6,2011-09-13,46896.0,748.0,21626.0,1178.0,21739.0,0.0,131.284375,19596.0,1705512.2,0.9399999999999998,76.77620000000002,40459.4,,72892.8,0.09725000000000002,7.2843,1139.0,,4897.6
"[2011-09-14, 2011-09-20]",0.0,1792.86,8486.0,34948.2,2011-09-20,43264.0,1307.0,18538.0,1155.0,21337.0,0.0,130.909375,7940.0,1580649.4,0.43800000000000017,76.921,16555.2,,60220.4,0.40275000000000005,7.496125,1.0,,4679.5
"[2011-09-21, 2011-09-27]",0.0,1646.5800000000004,17325.6,29744.8,2011-09-27,40771.0,1751.0,15808.0,2539.0,17584.0,0.0,130.859375,934261.8,1556828.0,0.16899999999999982,78.57079999999999,29070.8,,53552.8,0.09125000000000011,8.211549999999999,,,1970.4
"[2011-09-28, 2011-10-04]",0.0,1511.22,3303.8,27514.6,2011-10-04,41787.0,3210.0,16902.0,3049.0,17179.0,0.0,130.3375,1218760.4,1523821.2,2.0759999999999996,79.2296,31767.6,,71172.2,0.4485,8.19435,,,1925.8
"[2011-10-05, 2011-10-11]",0.0,1501.3200000000002,29.2,34538.8,2011-10-11,43121.0,4122.0,16640.0,2976.0,15926.0,0.0,128.8671875,684407.6,1213354.8,-2.196,78.6682,29611.6,,72195.0,-0.35975,8.017610000000001,,,1954.2
"[2011-10-12, 2011-10-18]",0.0,1542.5,4.8,35542.0,2011-10-18,42277.0,3947.0,17031.0,2276.0,16310.0,0.0,128.40625,1133383.0,1511245.8,-0.496,77.261,27608.6,,69594.6,0.0939,7.98485,,,1962.6
"[2011-10-19, 2011-10-25]",0.0,1522.78,5.6,34643.4,2011-10-25,41947.0,4261.0,16416.0,2101.0,15908.0,0.0,128.734375,1060593.6,1490830.2,-1.091,76.7726,33150.6,,66792.2,-0.12735000000000002,8.082699999999999,,,1885.6
"[2011-10-26, 2011-11-01]",0.0,1614.6200000000001,4147.0,54946.2,2011-11-01,42478.0,4008.0,17283.0,1923.0,17343.0,0.0,128.659375,1384777.2,1484431.0,1.0690000000000004,76.0792,33714.6,,63936.6,0.16190000000000007,7.93018,,,1703.4
"[2011-11-02, 2011-11-08]",0.0,1641.7399999999998,5706.8,69246.6,2011-11-08,44103.0,3479.0,17899.0,1746.0,18595.0,0.0,130.240625,1047104.2,1464817.0,-0.639,77.0182,28991.0,,62051.4,-0.2529,7.9542,,,1616.6
"[2011-11-09, 2011-11-15]",0.0,1640.9,4995.0,70361.8,2011-11-15,43236.0,3416.0,18167.0,1641.0,18592.0,0.0,130.3421875,810048.2,1198921.6,1.311,77.8172,23926.6,,58676.6,0.34145000000000003,8.06975,,,1715.4
"[2011-11-16, 2011-11-22]",0.0,1583.16,6881.6,68858.2,2011-11-22,41887.0,4219.0,17969.0,1760.0,17540.0,0.0,130.6,973177.0,1492349.8,0.3730000000000001,78.3696,23881.8,,55703.0,0.20925000000000002,8.301599999999999,,,1716.75
"[2011-11-23, 2011-11-29]",0.0,1542.8999999999999,5510.0,66900.5,2011-11-29,41773.0,4774.0,17726.0,1625.0,16938.0,0.0,130.765625,1424891.25,1607060.0,0.716,79.424,19573.0,,57031.8,-0.04749999999999999,8.519200000000001,,,2541.4
"[2011-11-30, 2011-12-06]",0.0,1544.6,9028.2,67639.6,2011-12-06,44705.0,7089.0,19669.0,1578.0,17761.0,0.0,130.240625,163105.4,1433636.8,-0.5800000000000001,78.57939999999999,21945.2,,57887.8,-0.34175,8.07695,,,2845.6
"[2011-12-07, 2011-12-13]",0.0,1502.28,8415.6,63377.0,2011-12-13,46548.0,8105.0,19943.0,1882.0,18813.0,0.0,130.984375,22388.0,1448811.6,1.7180000000000002,79.2028,25296.2,,93055.4,0.2945,8.208200000000001,147.0,,1937.6
"[2011-12-14, 2011-12-20]",0.0,1419.42,9400.8,50153.6,2011-12-20,46718.0,8636.0,20266.0,2167.0,17887.0,0.0,131.753125,8098.4,1481196.8,-0.08200000000000007,80.32520000000001,14598.6,,51626.2,0.031500000000000014,8.4039375,1.0,,2171.5
"[2011-12-21, 2011-12-27]",0.0,1429.875,6498.5,32054.75,2011-12-27,43945.0,9112.0,20491.0,2463.0,17889.0,0.0,130.171875,421063.75,1485568.5,-0.11400000000000002,80.221,6496.75,,49326.75,-0.0875,8.2863125,,,985.5
"[2011-12-28, 2012-01-03]",0.0,1394.5249999999999,2871.0,9538.25,2012-01-03,43428.0,8927.0,20768.0,2181.0,17822.0,0.0,130.8046875,364925.25,1491702.0,0.387,80.55699999999999,17224.0,,67215.0,-0.06925,8.220374999999999,,,1163.0
"[2012-01-04, 2012-01-10]",0.0,1426.4,62.0,575.0,2012-01-10,44662.0,8767.0,21244.0,2056.0,18406.0,0.0,130.64375,774335.6,1534632.0,1.189,81.15220000000001,17900.6,,67085.2,0.0465,8.2407,,,1442.8
"[2012-01-11, 2012-01-17]",0.0,1502.275,48.5,228.5,2012-01-17,45601.0,8150.0,22272.0,2015.0,19139.0,0.0,131.328125,907381.5,1658084.25,0.328,81.5322,18541.6,,68706.8,-0.04649999999999999,8.190299999999999,,,2034.25
"[2012-01-18, 2012-01-24]",0.0,1535.7800000000002,4.0,177.0,2012-01-24,46121.0,7201.0,22294.0,2066.0,21094.0,0.0,130.4625,1021501.8,1678492.2,-1.403,80.3186,21639.0,,66656.4,-0.129,8.0125,,,3438.8
"[2012-01-25, 2012-01-31]",0.0,1602.52,9.0,100.4,2012-01-31,47153.0,5041.0,22635.0,1997.0,23687.0,0.0,131.640625,1211808.0,1743414.0,-0.609,79.39200000000001,28145.0,,59996.2,-0.1485,7.8914,,,4416.8
"[2012-02-01, 2012-02-07]",0.0,1632.4199999999998,0.0,34327.6,2012-02-07,47227.0,3965.0,23264.0,2315.0,24608.0,0.0,131.6625,1013302.0,1783144.6,-0.742,79.0122,26606.2,,53215.8,-0.24725,7.6572000000000005,,,4400.6
"[2012-02-08, 2012-02-14]",0.0,1653.14,0.0,42241.4,2012-02-14,47634.0,2464.0,23085.0,2326.0,25633.0,0.0,131.184375,1017252.0,1805253.2,1.019,79.0702,26714.6,,52334.4,0.16625,7.71225,,,4441.0
"[2012-02-15, 2012-02-21]",0.0,1644.2749999999999,0.0,41268.0,2012-02-21,49194.0,2301.0,23271.0,2079.0,25567.0,0.0,131.03125,994540.25,1869638.0,-0.558,79.4572,24297.0,,50613.8,-0.03325,7.773999999999999,,,5631.6
"[2012-02-22, 2012-02-28]",0.0,1717.8399999999997,0.0,40890.2,2012-02-28,49771.0,1922.0,22586.0,2231.0,26884.0,0.0,131.346875,1376478.8,1921049.0,-0.8360000000000001,78.6936,30393.8,,50756.2,-0.20075,7.637300000000001,,,5864.2
"[2012-02-29, 2012-03-06]",0.0,1670.48,0.0,39381.8,2012-03-06,47312.0,1785.0,22028.0,2306.0,24867.0,0.0,131.29375,171969.8,1859702.4,1.6260000000000001,79.27619999999999,26767.8,,50952.0,0.12625000000000003,7.549899999999999,,,6457.6
"[2012-03-07, 2012-03-13]",0.0,1671.78,0.0,35581.0,2012-03-13,47319.0,2284.0,21841.0,2305.0,25401.0,0.0,131.071875,17330.6,1820088.2,0.2839999999999999,79.8298,27833.4,,89618.4,-0.112,7.5702,2027.0,,7200.4
"[2012-03-14, 2012-03-20]",0.0,1673.2399999999998,0.0,30542.8,2012-03-20,47776.0,2679.0,21643.0,2964.0,26078.0,0.0,128.940625,8735.8,1801549.2,-0.47600000000000003,79.9748,11302.4,,25711.4,0.09025000000000002,7.64085,2.0,,10802.4
"[2012-03-21, 2012-03-27]",0.0,1636.3799999999999,0.0,23142.6,2012-03-27,44862.0,3542.0,19006.0,2634.0,24711.0,0.0,129.08125,804283.0,1763784.2,-0.6030000000000001,79.5742,20421.2,,59627.0,-0.06650000000000003,7.73685,,,6140.0
"[2012-03-28, 2012-04-03]",0.0,1640.08,842.4,8016.0,2012-04-03,43520.0,2896.0,19134.0,2393.0,24309.0,0.0,129.51875,1110512.4,1737508.4,0.41899999999999993,79.2796,23715.0,,46491.8,0.2,7.78245,,,5999.8
"[2012-04-04, 2012-04-10]",0.0,1600.5,19.8,140.8,2012-04-10,43317.0,4615.0,17683.0,2616.0,22154.0,0.0,130.625,977583.6,1774152.0,0.45699999999999996,80.0688,17860.0,,44593.0,0.222,7.9626,,,6029.0
"[2012-04-11, 2012-04-17]",0.0,1583.4,18.2,147.2,2012-04-17,44125.0,6062.0,17810.0,3151.0,20130.0,0.0,131.421875,1029369.6,1812621.8,-0.471,79.7712,20763.8,,46033.0,-0.20975,7.986250000000001,,,6029.2
